Timestamp,transaction-fees-usd
26/12/2021,68498.2282583151
27/12/2021,5399.0592732136
28/12/2021,81096.6239478105
29/12/2021,19304.0129922363
30/12/2021,51800.1648818927
31/12/2021,30733.7544446214
01/01/2022,43604.9904373527
02/01/2022,48479.843864685
03/01/2022,16936.3239997999
04/01/2022,26457.0949894644
05/01/2022,61724.0712110845
06/01/2022,16752.2014911051
07/01/2022,2580.2690598153
08/01/2022,27921.1001328194
09/01/2022,79596.7543314187
10/01/2022,90057.5873419699
11/01/2022,98173.0036728187
12/01/2022,58481.27700764
13/01/2022,11390.2439982342
14/01/2022,20162.4904152431
15/01/2022,74702.7716350281
16/01/2022,91777.9685050356
17/01/2022,97717.0086168715
18/01/2022,69460.2248711832
19/01/2022,22843.7821557571
20/01/2022,69765.9658587408
21/01/2022,95812.3290979737
22/01/2022,72452.2158331619
23/01/2022,10833.1184706008
24/01/2022,96816.2069557165
25/01/2022,54418.8475476048
26/01/2022,24238.8235914854
27/01/2022,64237.6907442666
28/01/2022,66245.4331272623
29/01/2022,318.0201188851
30/01/2022,91122.5548320571
31/01/2022,67605.692988082
01/02/2022,67428.7344027657
02/02/2022,96960.8473347109
03/02/2022,47595.124803543
04/02/2022,86963.7038286681
05/02/2022,27024.096713652
06/02/2022,30731.7058070204
07/02/2022,42541.175522647
08/02/2022,41981.8150251623
09/02/2022,70712.2074802539
10/02/2022,25224.1395554356
11/02/2022,24459.5184883435
12/02/2022,68932.2935048048
13/02/2022,72127.9902402175
14/02/2022,48132.9325651738
15/02/2022,54833.4375761861
16/02/2022,22986.9745092727
17/02/2022,80448.1095824834
18/02/2022,75560.9402872199
19/02/2022,22072.9922971868
20/02/2022,67312.547742107
21/02/2022,45412.8478402835
22/02/2022,9000.43815510586
23/02/2022,75059.905802131
24/02/2022,47494.8342314188
25/02/2022,88723.4484383674
26/02/2022,69531.6386334636
27/02/2022,70726.8318415056
28/02/2022,50803.8469398128
01/03/2022,290686.933443704
02/03/2022,73793.4779646767
03/03/2022,28100.1686782254
04/03/2022,42387.1433294899
05/03/2022,69366.3911864931
06/03/2022,32307.8258306648
07/03/2022,9089.1882152726
08/03/2022,69664.5327715821
09/03/2022,62278.059191681
10/03/2022,34537.6757167434
11/03/2022,8297.9837097871
12/03/2022,67569.9439742446
13/03/2022,146.42923732474
14/03/2022,83493.3351551606
15/03/2022,17927.9197169555
16/03/2022,30162.4872950758
17/03/2022,33915.2798943696
18/03/2022,36682.3385095121
19/03/2022,68817.1844127196
20/03/2022,90089.6905340012
21/03/2022,59040.0501275115
22/03/2022,57830.5592334547
23/03/2022,93690.3895859507
24/03/2022,72369.4154510855
25/03/2022,71543.1534782729
26/03/2022,36779.7862369848
28/03/2022,12121.7860689566
29/03/2022,73523.789074972
30/03/2022,27720.2074514593
31/03/2022,71705.0585093071
01/04/2022,96060.2709578148
02/04/2022,4007.1537259409
03/04/2022,83582.3375985889
04/04/2022,77223.6759349516
05/04/2022,5142.47291432694
06/04/2022,60508.6792393041
07/04/2022,37457.2979721097
08/04/2022,99458.8348580955
09/04/2022,45966.4979044032
10/04/2022,92248.7868156826
11/04/2022,31169.1846593595
12/04/2022,28250.1368103731
13/04/2022,81681.4774054636
14/04/2022,49183.9618906196
15/04/2022,56587.7931497176
16/04/2022,59655.648249227
17/04/2022,15462.32021 0229
18/04/2022,38011.7048952481
19/04/2022,85051.6266577036
20/04/2022,69107.2418990379
21/04/2022,54248.3696079695
22/04/2022,38976.3134595943
23/04/2022,25604.2046731259
24/04/2022,66427.553605634
25/04/2022,1917.1336984146
26/04/2022,46260.3449269284
27/04/2022,36397.895185316
28/04/2022,46967.716770785
29/04/2022,31783.9173639663
