Timestamp,estimated-transaction-volume-usd
11/11/2021,6291969519.770697
12/11/2021,2739693247.9953685
13/11/2021,2187474680.9118695
14/11/2021,5704920149.179018
15/11/2021,10498129183.520773
16/11/2021,7480898358.629728
17/11/2021,10213009488.771072
18/11/2021,6049553192.98817
19/11/2021,2884513913.260687
20/11/2021,2590670066.7854753
21/11/2021,7023168183.001444
22/11/2021,6167254618.969019
23/11/2021,5700109165.167301
24/11/2021,8960165966.469158
25/11/2021,11684205362.319239
26/11/2021,2469579561.408766
27/11/2021,1876057612.1335888
28/11/2021,7530278019.9418335
29/11/2021,6028906432.161463
30/11/2021,8653248451.14843
01/12/2021,7681001473.682921
02/12/2021,5995006290.502215
03/12/2021,7581447200.454808
04/12/2021,3421960961.3978696
05/12/2021,7568392055.448132
06/12/2021,6656838608.239965
07/12/2021,6017762761.471306
08/12/2021,7507375135.427462
09/12/2021,4646748174.122106
11/12/2021,1275484167.4894624
12/12/2021,4853087723.234491
13/12/2021,4698418162.43944
14/12/2021,3686557930.097905
15/12/2021,4310775515.150582
16/12/2021,4982379395.599065
17/12/2021,2953090166.838448
18/12/2021,1192663841.0107796
19/12/2021,5179702380.911862
21/12/2021,4726284070.96699
22/12/2021,6161478519.5308075
24/12/2021,5400013382.068076
25/12/2021,1467023519.278454
26/12/2021,4021079891.0736294
27/12/2021,4649088409.620785
28/12/2021,6252375351.267551
29/12/2021,4495058364.967323
30/12/2021,8132766321.979922
31/12/2021,2251115696.6149817
01/01/2022,1452133098.9064906
02/01/2022,2876707531.398016
03/01/2022,6318179076.736239
04/01/2022,4120168493.1743636
05/01/2022,6001701242.969663
06/01/2022,5738802120.501829
07/01/2022,1793479669.1852403
08/01/2022,1714179077.4363956
09/01/2022,4284557316.178955
10/01/2022,5047411626.824847
11/01/2022,4190460072.2756243
12/01/2022,4128979408.8463817
13/01/2022,4033611360.8800573
14/01/2022,1544258174.202277
15/01/2022,1212228816.9349117
16/01/2022,3617010045.4515376
17/01/2022,3467788987.631183
18/01/2022,6283645420.733321
19/01/2022,4889817377.076394
20/01/2022,9008771354.63786
21/01/2022,5255522709.505004
22/01/2022,2570198094.106021
23/01/2022,7041455187.922009
24/01/2022,4793129267.316919
25/01/2022,4724487375.564173
26/01/2022,5371981515.875196
27/01/2022,4157373396.2608657
28/01/2022,4795236874.619529
29/01/2022,6463007675.5186
30/01/2022,4888913631.257135
31/01/2022,8106321716.426824
01/02/2022,2772975354.8362947
02/02/2022,3817962311.6168633
03/02/2022,4038621760.862401
04/02/2022,3223821586.2602415
05/02/2022,1779702571.4899006
06/02/2022,5383799346.894287
07/02/2022,5859754859.502207
08/02/2022,3696031097.5932536
09/02/2022,5445221748.908677
10/02/2022,6311800630.988444
11/02/2022,2253577642.102851
12/02/2022,1353922240.451119
13/02/2022,3738130873.146192
14/02/2022,5996275894.199901
15/02/2022,3802128926.759299
16/02/2022,3727008285.934386
17/02/2022,4086558916.785429
18/02/2022,1623004423.9240785
19/02/2022,1468226673.0557508
20/02/2022,4035714191.610417
21/02/2022,3543912810.2535915
22/02/2022,3017861449.2149425
23/02/2022,6195394916.861324
24/02/2022,5331044431.493843
25/02/2022,2407133265.9638343
26/02/2022,1844114530.6029348
27/02/2022,6046602126.393123
28/02/2022,6893627293.511368
01/03/2022,5450897868.437432
02/03/2022,4573611315.379651
03/03/2022,5677847228.457849
04/03/2022,1614301923.4661283
05/03/2022,1221415770.8337603
06/03/2022,4567257671.422741
07/03/2022,3918673432.2063947
08/03/2022,6199177258.927656
09/03/2022,4863647840.941094
10/03/2022,5267029596.149032
11/03/2022,1419859005.3521538
12/03/2022,1439995804.8020916
13/03/2022,3127649162.2382407
14/03/2022,3536984794.9247446
15/03/2022,4560772406.06279
16/03/2022,6626010100.106291
17/03/2022,5901502528.208304
18/03/2022,2228834886.153519
19/03/2022,1286402952.1416473
20/03/2022,6292318394.145836
21/03/2022,4455877254.227707
22/03/2022,3963031462.550204
23/03/2022,4246198423.515624
24/03/2022,7477966817.127207
25/03/2022,1885491261.55507
26/03/2022,4081241680.3127346
28/03/2022,7054190211.628341
29/03/2022,7432137463.165101
30/03/2022,5223175410.299848
31/03/2022,7725089743.2688265
01/04/2022,6420672356.962391
02/04/2022,2491811084.6347647
03/04/2022,2061001713.0147858
04/04/2022,4927607024.269423
05/04/2022,4109973025.185322
06/04/2022,4973307102.4678755
07/04/2022,4397281337.2992325
08/04/2022,3214336086.8389087
09/04/2022,2025819116.5886803
10/04/2022,1859650890.1898177
11/04/2022,5145118168.094051
12/04/2022,3550344586.310289
13/04/2022,3702852305.151144
14/04/2022,6126220619.5982895
15/04/2022,2508777341.1963906
16/04/2022,1777062284.0750253
17/04/2022,1246709618.6163137
18/04/2022,3262749299.0192986
19/04/2022,3752455855.7969346
20/04/2022,5390335872.441646
21/04/2022,9221622580.084011
22/04/2022,3034892219.620398
23/04/2022,1324626784.014653
24/04/2022,1742817144.3961654
25/04/2022,3754783006.1736846
26/04/2022,4582894825.063292
27/04/2022,4169765279.274275
28/04/2022,4742383660.078528
29/04/2022,4937991047.844668
