Timestamp,fees-usd-per-transaction
03-11-2019,1.43930408366312
04-11-2019,1.22675299744174
05-11-2019,1.14785846571318
06-11-2019,1.13111749859585
07-11-2019,1.17715486200046
08-11-2019,0.84726147816622
09-11-2019,0.707149286136364
10-11-2019,0.795774846778964
11-11-2019,0.830034315878702
12-11-2019,0.941506154398722
13-11-2019,0.726183608517154
14-11-2019,0.77723715362605
15-11-2019,0.685409655109607
16-11-2019,0.679099553741991
17-11-2019,0.765355149025391
18-11-2019,0.84097820217048
19-11-2019,0.691721068965897
20-11-2019,0.89050913236974
21-11-2019,0.930863023874122
22-11-2019,0.505826710067424
23-11-2019,0.454488580363302
24-11-2019,0.806160206599305
25-11-2019,0.885559120931033
26-11-2019,0.774036144068808
27-11-2019,0.633846913221294
28-11-2019,0.796011329979424
29-11-2019,0.7515076883198
30-11-2019,0.586631657073785
01-12-2019,0.605671230597163
02-12-2019,0.553872119316978
03-12-2019,0.637205850616611
04-12-2019,0.547059844938302
05-12-2019,0.587270270189183
06-12-2019,0.476905662317346
07-12-2019,0.389803591572119
08-12-2019,0.518708303390742
09-12-2019,0.529059361226489
10-12-2019,0.60888858596641
11-12-2019,0.518750950144438
12-12-2019,0.500657400706147
13-12-2019,0.371730534759435
14-12-2019,0.550241039690093
15-12-2019,0.476697540841595
16-12-2019,0.486689921182069
17-12-2019,0.589118170980636
18-12-2019,0.638353332902171
19-12-2019,0.547570643415816
20-12-2019,0.381560431451603
21-12-2019,0.328549733044562
22-12-2019,0.465031464230959
23-12-2019,0.443051383501185
24-12-2019,0.387049227795893
25-12-2019,0.481317785071033
26-12-2019,0.379063082312015
27-12-2019,0.337749503751344
28-12-2019,0.330879762885612
29-12-2019,0.355893089798905
30-12-2019,0.3642814071957
31-12-2019,0.28505811095915
01-01-2020,0.330064666408395
02-01-2020,0.375000160373712
03-01-2020,0.31362859357195
04-01-2020,0.307037813617038
05-01-2020,0.511697139286414
06-01-2020,0.587239085110897
07-01-2020,0.797559971333301
08-01-2020,0.729342052319093
09-01-2020,0.783040697464629
10-01-2020,0.483337445657257
11-01-2020,0.41553243857684
12-01-2020,0.489927301694839
13-01-2020,0.648377081121953
14-01-2020,0.826460884348415
15-01-2020,0.635615160118378
16-01-2020,0.663956825977776
17-01-2020,0.550329783587247
18-01-2020,0.514908781561009
19-01-2020,0.458515308810101
20-01-2020,0.562424229577123
21-01-2020,0.571580331365589
22-01-2020,0.534921239481578
23-01-2020,0.427680014249043
24-01-2020,0.331694932804184
25-01-2020,0.341523323735592
26-01-2020,0.620483693171555
27-01-2020,0.610528708582643
28-01-2020,0.560195454366121
29-01-2020,0.553227880218493
30-01-2020,0.628724543756242
31-01-2020,0.539328694210698
01-02-2020,0.547479687110276
02-02-2020,0.606657778695561
03-02-2020,0.70585229933972
04-02-2020,0.646349647840744
05-02-2020,0.832005714344611
06-02-2020,0.91996836711054
07-02-2020,0.656464204300022
08-02-2020,0.629750954674672
09-02-2020,0.92166964570802
10-02-2020,0.948634835274934
11-02-2020,1.1240906112026
12-02-2020,1.07157634286058
13-02-2020,1.01345544814606
14-02-2020,0.898157979980029
15-02-2020,0.731681187362423
16-02-2020,0.711064131334146
17-02-2020,0.900755331690863
18-02-2020,0.947763330081606
19-02-2020,0.841481350333595
20-02-2020,0.674567171104883
21-02-2020,0.581290084739278
22-02-2020,0.574467393000833
23-02-2020,0.67786029180983
24-02-2020,0.696835433033085
25-02-2020,0.802527013437904
26-02-2020,0.700608458135698
27-02-2020,0.619251218769513
28-02-2020,0.523003183862084
29-02-2020,0.399216905542732
01-03-2020,0.583958922513974
02-03-2020,0.63472318716168
03-03-2020,0.586698423854668
04-03-2020,0.63005208862545
05-03-2020,0.712032302839056
06-03-2020,0.53516629068615
07-03-2020,0.458046801973722
08-03-2020,0.57826562269194
09-03-2020,0.67336243689703
10-03-2020,0.805477258146625
11-03-2020,1.08868300434723
12-03-2020,1.54460841301846
13-03-2020,1.02555918094992
14-03-2020,1.05236082087334
15-03-2020,1.13799991384835
16-03-2020,1.186657170201
17-03-2020,1.3420512479553
18-03-2020,1.48406156384712
19-03-2020,1.78560484166505
20-03-2020,1.18059516387357
21-03-2020,0.978160320377359
22-03-2020,1.22033542724947
23-03-2020,1.0702667382949
24-03-2020,1.38131474860552
25-03-2020,1.25267148301984
26-03-2020,1.00468573715657
27-03-2020,0.740414420784793
28-03-2020,0.553431026053206
30-03-2020,0.595702493611611
31-03-2020,0.644484966291212
01-04-2020,0.595457236225901
02-04-2020,0.562695546170036
03-04-2020,0.632776492060731
04-04-2020,0.444652613145023
05-04-2020,0.38605682483986
06-04-2020,0.532630702699567
07-04-2020,0.591263810024396
08-04-2020,0.576898174306331
09-04-2020,0.594117983768802
10-04-2020,0.501344814127519
11-04-2020,0.379146317237403
12-04-2020,0.391097904891261
13-04-2020,0.390110704535921
14-04-2020,0.516620858140208
15-04-2020,0.580886365167654
16-04-2020,0.614825440411797
17-04-2020,0.634051209521079
18-04-2020,0.476807565207776
19-04-2020,0.442775985834458
20-04-2020,0.495409754718288
21-04-2020,0.515074176133559
22-04-2020,0.63934427651889
23-04-2020,0.914738613693871
24-04-2020,0.867216328578039
25-04-2020,0.74743033347111
26-04-2020,0.623066648499172
27-04-2020,0.693559111792687
28-04-2020,0.664078475961589
29-04-2020,1.30320406784667
30-04-2020,2.94069111010894
01-05-2020,2.79321242210498
02-05-2020,2.11209141296484
03-05-2020,1.82151343648637
04-05-2020,1.80502419413585
05-05-2020,1.94955409577601
06-05-2020,1.84853312262724
07-05-2020,2.45777629001632
08-05-2020,3.17518978988396
09-05-2020,2.71315416085006
10-05-2020,1.91962092599515
11-05-2020,2.54708041668451
12-05-2020,2.78923557396641
13-05-2020,3.30484828612591
14-05-2020,5.20845526061349
15-05-2020,4.95503458023075
16-05-2020,3.43536845039099
17-05-2020,4.10775181628716
18-05-2020,5.76259121041291
19-05-2020,6.42914180341742
20-05-2020,6.6334667193969
21-05-2020,6.23524480649871
22-05-2020,5.19040340966185
23-05-2020,3.69219349697898
24-05-2020,3.12060708889906
25-05-2020,3.05738583369516
26-05-2020,2.40205894645986
27-05-2020,2.36918688128054
28-05-2020,2.75572009339592
29-05-2020,3.1464272589966
30-05-2020,2.27486618241281
31-05-2020,2.2550053508218
01-06-2020,2.4599039319858
02-06-2020,3.17584173108252
03-06-2020,2.49999719299704
04-06-2020,1.90321315927668
05-06-2020,1.66687700218305
06-06-2020,1.07668209776437
07-06-2020,1.00187628582108
08-06-2020,1.27630329010085
09-06-2020,1.04506478338943
10-06-2020,1.15522487696005
11-06-2020,1.11535693282117
12-06-2020,0.88455687970373
13-06-2020,0.705487025777344
14-06-2020,0.554907577498489
15-06-2020,1.07669160862438
16-06-2020,1.40363451252628
17-06-2020,1.3460218296972
18-06-2020,1.4837655194989
19-06-2020,1.34404759575268
20-06-2020,0.981710394257909
21-06-2020,0.895908821727171
22-06-2020,1.13952145550296
23-06-2020,1.24384252547419
24-06-2020,1.27653907153377
25-06-2020,1.18502504366404
26-06-2020,0.942901963054466
27-06-2020,0.773470751879313
28-06-2020,0.673697335950307
29-06-2020,0.964724633243745
30-06-2020,1.31111843557253
01-07-2020,1.51290451075206
02-07-2020,1.50889758486723
03-07-2020,1.48360140614006
04-07-2020,1.00337646298073
05-07-2020,0.829143523241507
06-07-2020,1.00015012677777
07-07-2020,1.08020379524088
08-07-2020,1.2856783816482
09-07-2020,1.39729084883461
10-07-2020,1.28367046528809
11-07-2020,0.984296095701419
12-07-2020,0.805138301319414
13-07-2020,1.2248703781676
14-07-2020,1.61181855013175
15-07-2020,1.87644617618212
16-07-2020,2.0627104457432
17-07-2020,2.40199248809848
18-07-2020,2.23926806714143
19-07-2020,1.5147607954559
20-07-2020,2.32753243175852
21-07-2020,3.04545838210906
22-07-2020,3.67601432725504
23-07-2020,3.83470669962014
24-07-2020,3.21971308020829
25-07-2020,2.91133567566401
26-07-2020,2.51085427154793
27-07-2020,3.89021890862802
28-07-2020,5.82049027538035
29-07-2020,5.59759185410292
30-07-2020,6.06362537624933
31-07-2020,5.39526892015644
01-08-2020,5.02964787142692
02-08-2020,4.1945180666005
03-08-2020,4.39956743002628
04-08-2020,3.8036517939659
05-08-2020,5.38375434930667
06-08-2020,6.47470623033183
07-08-2020,4.94176360603888
08-08-2020,3.2551903605919
09-08-2020,2.72368774863958
10-08-2020,5.15391987986135
11-08-2020,5.03549580816253
12-08-2020,4.14440983836955
13-08-2020,3.87311256060032
14-08-2020,3.45346435196023
15-08-2020,2.56059439243148
16-08-2020,2.50775002438075
17-08-2020,3.38511018320454
18-08-2020,5.53521703431973
19-08-2020,5.21382821704613
20-08-2020,4.623504244804336
21-08-2020,5.079750426778504
22-08-2020,3.4326063604418375
23-08-2020,2.3972598274732753
24-08-2020,2.799443233107726
25-08-2020,3.3729451448882277
26-08-2020,3.8153900353961183
27-08-2020,4.219870678434581
28-08-2020,3.366068464565395
29-08-2020,2.587934196866843
30-08-2020,2.765981571458787
31-08-2020,3.5486845678575203
01-09-2020,3.9811824770550284
02-09-2020,4.603795328829781
03-09-2020,4.749243621628431
04-09-2020,5.356555300517122
05-09-2020,3.7798203459743487
06-09-2020,2.7342696255345347
07-09-2020,2.978365808379364
08-09-2020,2.5571293773815347
09-09-2020,2.89065533469968
10-09-2020,3.297351016808187
11-09-2020,3.1282160148641913
12-09-2020,2.0034358577317
13-09-2020,1.9953433022038491
14-09-2020,2.2462031906646063
15-09-2020,2.4967135757194905
16-09-2020,2.4741851199823692
17-09-2020,2.214542599130432
18-09-2020,2.3292859131344397
19-09-2020,1.7671250043520144
20-09-2020,1.3891759718324936
21-09-2020,2.1830418943378915
22-09-2020,2.479543330150219
23-09-2020,2.8655003325228185
24-09-2020,2.7006032402489955
25-09-2020,2.3101261761279823
26-09-2020,1.5965889911722493
27-09-2020,1.544814604071761
28-09-2020,2.1059191899274934
29-09-2020,2.559147967929874
30-09-2020,2.901579780666801
01-10-2020,3.5903998693527632
02-10-2020,4.083656083970861
03-10-2020,2.456029428213857
04-10-2020,2.2082528418748484
05-10-2020,3.5601933861932937
06-10-2020,3.7819971609232237
07-10-2020,3.1839000799889763
08-10-2020,3.361036174380951
09-10-2020,3.589009459549011
10-10-2020,2.863405058363661
11-10-2020,2.271797205562521
12-10-2020,2.7306698699891787
13-10-2020,2.531707487124996
14-10-2020,2.656080742140803
15-10-2020,2.609416658499943
16-10-2020,2.2437796873691105
17-10-2020,1.4600756805263342
18-10-2020,1.7993792536301436
19-10-2020,1.9219344377556067
20-10-2020,2.752557357918625
21-10-2020,4.6953985724521985
22-10-2020,6.285089285809221
23-10-2020,5.730642271026446
24-10-2020,3.983372806123809
25-10-2020,3.5161969798206116
26-10-2020,10.245218650359009
27-10-2020,11.638373018628517
28-10-2020,12.531137392021646
29-10-2020,13.129840128849542
30-10-2020,13.153775692758725
31-10-2020,8.762733263986988
01-11-2020,12.638245824988372
02-11-2020,11.871891136589499
03-11-2020,8.878895035463971
04-11-2020,12.707221841808924
05-11-2020,11.040848569464943
06-11-2020,7.673814934872026
07-11-2020,5.9213667420868825
08-11-2020,6.718993877071916
09-11-2020,7.820301101659084
10-11-2020,5.213674989764986
11-11-2020,5.039307693099713
12-11-2020,5.495942499976288
13-11-2020,3.4820207313293396
14-11-2020,2.6838456994318904
15-11-2020,4.411017375152355
16-11-2020,4.4863397670763
17-11-2020,4.819903482766381
18-11-2020,5.433656184584319
19-11-2020,4.0320716360615885
20-11-2020,2.822013707936145
21-11-2020,2.165319352499386
22-11-2020,3.5079325984150387
23-11-2020,4.907728127507162
24-11-2020,5.197677967036266
25-11-2020,5.53579063617093
26-11-2020,4.421837643393106
27-11-2020,3.351576498299718
28-11-2020,2.692864277361477
29-11-2020,5.367705689324362
30-11-2020,7.405563838500065
01-12-2020,7.602362352926846
02-12-2020,8.121423309944447
03-12-2020,6.51758942057113
04-12-2020,4.686759043207698
05-12-2020,3.5837142463293934
06-12-2020,4.366396459119458
07-12-2020,4.149232439625517
08-12-2020,4.1216454555904125
09-12-2020,4.230138733382851
10-12-2020,4.101445864350825
11-12-2020,3.1382752713280393
12-12-2020,2.7188771318260834
13-12-2020,3.613972893246254
14-12-2020,4.269578845210294
15-12-2020,5.211408612148007
16-12-2020,12.046406024922556
17-12-2020,11.82797801812154
18-12-2020,8.151270439079003
19-12-2020,6.169859763927721
20-12-2020,11.916995795131013
21-12-2020,9.425912136521646
22-12-2020,9.955909826771387
23-12-2020,9.188479126697507
24-12-2020,7.297509672371263
25-12-2020,6.456238142864559
26-12-2020,8.071646954717467
27-12-2020,8.692698610384722
28-12-2020,8.410156419112946
29-12-2020,8.702158346244694
30-12-2020,9.50776350509401
31-12-2020,5.604238062401467
01-01-2021,8.400988666872713
02-01-2021,8.057991387754893
03-01-2021,9.162333835488127
04-01-2021,10.386145935458414
05-01-2021,11.26630534983695
06-01-2021,11.63777279009847
07-01-2021,15.160501227868053
08-01-2021,13.81207200091755
09-01-2021,10.977942573564283
10-01-2021,13.665818233058188
11-01-2021,17.095442067355627
12-01-2021,14.806818835063005
13-01-2021,16.36282244994702
14-01-2021,15.990432847947938
15-01-2021,10.600283450679083
16-01-2021,8.67941788124594
17-01-2021,9.705959227466364
18-01-2021,11.036792798859107
19-01-2021,10.423643164715175
20-01-2021,13.48327306907678
21-01-2021,11.292711587658864
22-01-2021,7.993262389263994
23-01-2021,7.2497136134095745
24-01-2021,10.906155574150734
25-01-2021,7.720712671247752
26-01-2021,7.964007811269864
27-01-2021,8.464656498745487
28-01-2021,17.381832268586844
29-01-2021,15.105368318268411
30-01-2021,11.538835116205927
31-01-2021,15.566143922350365
01-02-2021,14.105863187922626
02-02-2021,14.267639368142085
03-02-2021,17.054290358260168
04-02-2021,15.01903958367669
05-02-2021,14.034336584069564
06-02-2021,11.45013229284553
07-02-2021,16.97861249168726
08-02-2021,25.343989556009618
09-02-2021,22.45037832251804
10-02-2021,28.50803937284562
11-02-2021,28.114244480830592
12-02-2021,20.294007746979855
13-02-2021,17.28678734068824
14-02-2021,18.903332523449883
15-02-2021,19.790817101285615
16-02-2021,22.825040891750287
17-02-2021,23.99884855126262
18-02-2021,25.060581577828714
19-02-2021,25.975861908282234
20-02-2021,24.059300389945175
21-02-2021,25.21470135804094
22-02-2021,30.85654781127625
23-02-2021,26.365957181290934
24-02-2021,23.286347465877878
25-02-2021,22.643140958625676
26-02-2021,15.321531752273685
27-02-2021,14.614039909615508
28-02-2021,20.785657830989294
01-03-2021,19.093615916614063
02-03-2021,20.081708400459792
03-03-2021,19.133428993797732
04-03-2021,17.19444156159584
05-03-2021,13.07898012339912
06-03-2021,13.73474769040813
07-03-2021,15.783803506361624
08-03-2021,18.942868150744403
09-03-2021,17.782475266356947
10-03-2021,21.52641955062327
11-03-2021,20.782853054231303
12-03-2021,24.949472342257092
13-03-2021,17.378398806998096
14-03-2021,22.08740214714156
15-03-2021,19.14099736585232
16-03-2021,20.057908785933886
17-03-2021,24.079384280792233
18-03-2021,21.676746170367544
19-03-2021,17.153507761842217
20-03-2021,14.836693477025337
21-03-2021,16.24008340336381
22-03-2021,14.137088191445995
23-03-2021,14.91543628209803
24-03-2021,13.788101470590972
25-03-2021,14.736613038561925
26-03-2021,12.71628388499337
27-03-2021,13.037264879089722
29-03-2021,15.06768072685166
30-03-2021,17.613066367274314
31-03-2021,18.10024900171318
01-04-2021,17.001888295912064
02-04-2021,17.338903056969787
03-04-2021,17.590749296187965
04-04-2021,15.770919488138981
05-04-2021,19.064123544183353
06-04-2021,20.09130933378672
07-04-2021,17.90663451458136
08-04-2021,18.804707104262462
09-04-2021,20.849474020643537
10-04-2021,18.029843163839015
11-04-2021,14.842584263344639
12-04-2021,18.95188877458195
13-04-2021,20.472392654644132
14-04-2021,29.09402240851061
15-04-2021,27.43777099322808
16-04-2021,39.39264581237137
17-04-2021,51.641918293965176
18-04-2021,44.438543489975785
19-04-2021,58.61090521165971
20-04-2021,59.85844264985348
21-04-2021,62.78816637574237
22-04-2021,58.74432069843951
23-04-2021,45.477709863521014
24-04-2021,29.02194839114216
25-04-2021,23.943649692700305
26-04-2021,37.15375966943873
27-04-2021,29.692097471438927
28-04-2021,26.857866212967238
29-04-2021,30.02644998791201
30-04-2021,27.677657717238866
01-05-2021,22.660462264288764
02-05-2021,20.55797541656836
03-05-2021,22.351272372371113
04-05-2021,18.273448691339652
05-05-2021,18.020669464473894
06-05-2021,20.014748396079465
07-05-2021,18.91034054453783
08-05-2021,18.597501086552768
09-05-2021,16.386503756205304
10-05-2021,19.21120694446092
11-05-2021,14.639883549501944
12-05-2021,14.347615906749006
13-05-2021,12.917198924999624
14-05-2021,13.841469618791853
15-05-2021,13.1259692082824
16-05-2021,11.234779241919872
17-05-2021,13.44047024189617
18-05-2021,13.40578760877589
19-05-2021,18.310818323062577
20-05-2021,23.13445749076179
21-05-2021,22.54862912128322
22-05-2021,17.159382807974318
23-05-2021,14.553748875833316
24-05-2021,15.317728218619083
25-05-2021,13.979529677493527
26-05-2021,13.250583805575332
27-05-2021,12.004909990333902
28-05-2021,11.667590132557912
29-05-2021,8.433608450667272
30-05-2021,7.2217026237832
31-05-2021,7.274289295150778
01-06-2021,7.365247436377147
02-06-2021,7.610751493886097
03-06-2021,7.513880953319125
04-06-2021,6.637818730755097
05-06-2021,5.5632744157512475
06-06-2021,4.384585202924557
07-06-2021,5.244371402720911
08-06-2021,4.68574989095834
09-06-2021,5.583895313310467
10-06-2021,6.782823688067832
11-06-2021,6.954110734164162
12-06-2021,5.7361247633967
13-06-2021,4.521135516208015
14-06-2021,6.2028462772347
15-06-2021,6.439971039413672
16-06-2021,6.08404187626731
17-06-2021,5.090418356171603
18-06-2021,5.125852757128361
19-06-2021,4.708340415988513
20-06-2021,4.749592434781513
21-06-2021,6.465483690625226
22-06-2021,7.783322204462509
23-06-2021,8.061537460447216
24-06-2021,6.9650449724622785
25-06-2021,6.723152826013275
26-06-2021,5.100411204667475
27-06-2021,7.177179225940275
28-06-2021,8.348670982880638
29-06-2021,9.220051317096605
30-06-2021,9.95094388674659
01-07-2021,10.614911610227953
02-07-2021,10.948696079794093
03-07-2021,8.540522686257036
04-07-2021,8.921049286151495
05-07-2021,7.233005636592207
06-07-2021,7.045752952010545
07-07-2021,5.918565185038799
08-07-2021,4.170625319101978
09-07-2021,3.919572117822382
10-07-2021,3.4546044545508483
11-07-2021,3.7921893577159125
12-07-2021,4.401480191076065
13-07-2021,4.519262067207424
14-07-2021,3.428913534581249
15-07-2021,3.2098223766705845
16-07-2021,2.45695740916843
17-07-2021,2.186896337683462
18-07-2021,2.3754343976609844
19-07-2021,2.6032961055390422
20-07-2021,2.3111027062657774
21-07-2021,1.916524668756355
22-07-2021,1.9840282614946627
23-07-2021,2.709063264247188
24-07-2021,2.1925182896686835
25-07-2021,1.9146921479710364
26-07-2021,2.6742775567811217
27-07-2021,2.3730350583129542
28-07-2021,2.4665355976947794
29-07-2021,2.2489527832586544
30-07-2021,2.25491286921396
31-07-2021,2.25471574320291
01-08-2021,2.1506526331361697
02-08-2021,2.230378609406082
03-08-2021,1.9973808166768154
04-08-2021,2.4465200640676805
05-08-2021,2.3795037725483823
06-08-2021,2.2598071680357603
07-08-2021,2.1291562279051175
08-08-2021,2.276761229754491
09-08-2021,2.415067317780251
10-08-2021,2.438608452200614
11-08-2021,2.3312133295731603
12-08-2021,2.2943875081334153
13-08-2021,4.1718811597709555
14-08-2021,2.453180620375733
15-08-2021,2.421874964047601
16-08-2021,2.9014768935986233
17-08-2021,2.777243391058148
18-08-2021,2.8152116750038814
19-08-2021,2.3041360631345484
20-08-2021,2.7729882677289237
21-08-2021,2.556793569111847
22-08-2021,2.9780267481972347
23-08-2021,2.6505765771932617
24-08-2021,2.7634868338316343
25-08-2021,2.35559716293988
26-08-2021,2.111370266040749
27-08-2021,2.2170930868304954
28-08-2021,2.3987240425913567
29-08-2021,2.2106385946698133
30-08-2021,2.4029998309880587
31-08-2021,2.3974109683901554
01-09-2021,3.016699761625876
02-09-2021,3.42478488479221
03-09-2021,3.2468233458644935
04-09-2021,2.638333906512939
05-09-2021,2.576131668342071
06-09-2021,3.3026125143649945
07-09-2021,3.5572621274723617
08-09-2021,2.516571635741597
09-09-2021,2.390406098662953
10-09-2021,2.476964567468793
11-09-2021,2.250638797028186
12-09-2021,2.0124716691157665
13-09-2021,2.673988980864129
14-09-2021,2.560390556720388
15-09-2021,3.022143026203619
16-09-2021,2.9596972710022516
17-09-2021,2.6303438627900744
18-09-2021,2.461235781852366
19-09-2021,1.9618965571083138
20-09-2021,2.2811684062223647
21-09-2021,2.5646903158907777
22-09-2021,2.1601019254208524
23-09-2021,2.260371308838653
24-09-2021,2.497557995721178
25-09-2021,1.7125377125833467
26-09-2021,1.8547557421512113
27-09-2021,2.1433706956650065
28-09-2021,2.1773769641010894
29-09-2021,1.9514643022553355
30-09-2021,2.1772112088688393
01-10-2021,2.726000880745027
02-10-2021,2.0112187604816825
03-10-2021,2.202051237504548
04-10-2021,2.454794112520876
05-10-2021,2.4517990686995383
06-10-2021,3.589538220636458
07-10-2021,4.498459587797089
08-10-2021,4.022625651746877
09-10-2021,3.266716401765169
10-10-2021,3.326720057247803
11-10-2021,4.206979781616349
12-10-2021,3.9424088412646694
13-10-2021,3.2591038116745574
14-10-2021,3.3477468780336794
15-10-2021,4.0843094069258195
16-10-2021,3.5624540652094985
17-10-2021,3.1953415249062393
18-10-2021,3.42737199321021
19-10-2021,3.018701795986678
20-10-2021,4.208406374830225
21-10-2021,4.062618197114784
22-10-2021,3.485988325350888
23-10-2021,3.040450820662256
24-10-2021,2.5794833755083983
25-10-2021,3.090479025849927
26-10-2021,2.909640193278799
27-10-2021,2.5531836990931565
28-10-2021,2.6543585219889367
29-10-2021,3.164126507735802
30-10-2021,2.548760987447485
31-10-2021,2.523938888213007
01-11-2021,3.700567588537313
02-11-2021,3.465048302593728
03-11-2021,3.49862093907963
04-11-2021,3.766609690835538
05-11-2021,2.7776062944643027
06-11-2021,2.648839187320319
07-11-2021,3.6830145922753066
08-11-2021,4.690800048762706
09-11-2021,4.101072788891336
10-11-2021,3.4427647613326346
11-11-2021,3.383542983501053
