Timestamp,blocks-size
01/05/2019,216628.418736
02/05/2019,216821.134364
03/05/2019,217023.728934
04/05/2019,217210.175209
05/05/2019,217367.066588
06/05/2019,217521.363808
07/05/2019,217705.888733
08/05/2019,217867.00249
09/05/2019,218056.029928
10/05/2019,218244.863239
11/05/2019,218402.146022
12/05/2019,218563.457072
13/05/2019,218758.519312
14/05/2019,218959.550591
15/05/2019,219146.617042
16/05/2019,219330.906926
17/05/2019,219512.969146
18/05/2019,219703.238505
19/05/2019,219893.417012
20/05/2019,220076.889539
21/05/2019,220266.176126
22/05/2019,220458.765967
23/05/2019,220659.500258
24/05/2019,220853.107042
25/05/2019,221044.96422
26/05/2019,221209.89928
27/05/2019,221375.207701
28/05/2019,221574.078697
29/05/2019,221781.202134
30/05/2019,221994.160755
31/05/2019,222188.382626
01/06/2019,222339.547305
02/06/2019,222527.409945
03/06/2019,222684.563661
04/06/2019,222834.272547
05/06/2019,223027.235978
06/06/2019,223225.644072
07/06/2019,223407.690291
08/06/2019,223595.152395
09/06/2019,223736.207055
10/06/2019,223873.351287
11/06/2019,224053.917507
12/06/2019,224233.905137
13/06/2019,224398.91965
14/06/2019,224589.803271
15/06/2019,224807.881111
16/06/2019,224988.067815
17/06/2019,225140.647696
18/06/2019,225304.793733
19/06/2019,225506.414555
20/06/2019,225711.557661
21/06/2019,225890.913325
22/06/2019,226059.321872
23/06/2019,226229.772398
24/06/2019,226442.962496
25/06/2019,226658.333472
26/06/2019,226840.29132
27/06/2019,227045.048426
28/06/2019,227220.251624
29/06/2019,227424.990175
30/06/2019,227624.632208
01/07/2019,227777.150148
02/07/2019,227957.952667
03/07/2019,228153.61811
04/07/2019,228357.70459
05/07/2019,228548.087572
06/07/2019,228742.172631
07/07/2019,228902.120138
08/07/2019,229048.63055
09/07/2019,229238.101719
10/07/2019,229415.925063
11/07/2019,229579.90479
12/07/2019,229741.61774
13/07/2019,229943.858127
14/07/2019,230091.477372
15/07/2019,230229.655006
16/07/2019,230395.555516
17/07/2019,230573.57323
18/07/2019,230727.03344
19/07/2019,230879.587951
20/07/2019,231028.640906
21/07/2019,231213.438146
22/07/2019,231346.209473
23/07/2019,231504.899783
24/07/2019,231662.759248
25/07/2019,231816.741978
26/07/2019,231986.617108
27/07/2019,232145.496258
28/07/2019,232275.805003
29/07/2019,232398.847499
30/07/2019,232560.532224
31/07/2019,232725.742539
01/08/2019,232898.747652
02/08/2019,233061.921533
03/08/2019,233236.359166
04/08/2019,233382.103548
05/08/2019,233521.044438
06/08/2019,233689.600826
07/08/2019,233874.106784
08/08/2019,234047.69469
09/08/2019,234223.828708
10/08/2019,234393.026372
11/08/2019,234531.074776
12/08/2019,234652.174757
13/08/2019,234790.116858
14/08/2019,234976.947991
15/08/2019,235149.733387
16/08/2019,235316.927873
17/08/2019,235469.708276
18/08/2019,235597.285644
19/08/2019,235716.924042
20/08/2019,235870.060084
21/08/2019,236034.724635
22/08/2019,236196.601122
23/08/2019,236371.469312
24/08/2019,236539.004265
25/08/2019,236695.323654
26/08/2019,236820.076393
27/08/2019,236980.435346
28/08/2019,237137.021095
29/08/2019,237293.800357
30/08/2019,237457.338286
31/08/2019,237618.952387
01/09/2019,237764.010968
02/09/2019,237891.016573
03/09/2019,238048.168172
04/09/2019,238226.468673
05/09/2019,238386.738061
06/09/2019,238555.266407
07/09/2019,238727.047306
08/09/2019,238866.238456
09/09/2019,238991.680177
10/09/2019,239150.873652
11/09/2019,239324.843978
12/09/2019,239499.506969
13/09/2019,239655.079037
14/09/2019,239815.458278
15/09/2019,239955.002799
16/09/2019,240083.518717
17/09/2019,240255.292254
18/09/2019,240426.604578
19/09/2019,240612.717177
20/09/2019,240775.550265
21/09/2019,240933.284658
22/09/2019,241080.025243
23/09/2019,241221.519675
24/09/2019,241363.197868
25/09/2019,241545.985674
26/09/2019,241718.046369
27/09/2019,241883.747626
28/09/2019,242028.718541
29/09/2019,242169.809017
30/09/2019,242292.084
01/10/2019,242441.669138
02/10/2019,242601.431589
03/10/2019,242750.660139
04/10/2019,242903.31787
05/10/2019,243063.171784
06/10/2019,243202.640466
07/10/2019,243323.304314
08/10/2019,243480.017819
09/10/2019,243636.492528
10/10/2019,243778.95347
11/10/2019,243935.88011
12/10/2019,244094.648984
13/10/2019,244223.81647
14/10/2019,244339.85531
15/10/2019,244482.672129
16/10/2019,244635.235792
17/10/2019,244794.941106
18/10/2019,244959.740866
19/10/2019,245110.527857
20/10/2019,245248.315033
21/10/2019,245371.128908
22/10/2019,245531.89199
23/10/2019,245694.084465
24/10/2019,245858.807016
25/10/2019,246003.428052
26/10/2019,246167.917176
27/10/2019,246338.938816
28/10/2019,246626.906326
29/10/2019,246781.148028
30/10/2019,246927.561497
31/10/2019,247071.310059
01/11/2019,247232.538294
02/11/2019,247365.134976
03/11/2019,247498.935104
04/11/2019,247652.716338
05/11/2019,247816.556845
06/11/2019,247984.711069
07/11/2019,248143.749444
08/11/2019,248293.03821
09/11/2019,248446.001443
10/11/2019,248583.67016
11/11/2019,248735.343342
12/11/2019,248874.77851
13/11/2019,249030.689529
14/11/2019,249196.673568
15/11/2019,249372.424907
16/11/2019,249545.811754
17/11/2019,249716.672832
18/11/2019,249859.339345
19/11/2019,250027.466421
20/11/2019,250173.118967
21/11/2019,250339.608598
22/11/2019,250504.643454
23/11/2019,250650.257038
24/11/2019,250765.021349
25/11/2019,250899.543502
26/11/2019,251052.507043
27/11/2019,251217.171613
28/11/2019,251359.648796
29/11/2019,251503.150801
30/11/2019,251638.082843
01/12/2019,251759.14259
02/12/2019,251906.959306
03/12/2019,252058.805256
04/12/2019,252214.878532
05/12/2019,252362.482194
06/12/2019,252516.243045
07/12/2019,252649.618861
08/12/2019,252773.398559
09/12/2019,252934.970473
10/12/2019,253098.852178
11/12/2019,253256.695364
12/12/2019,253402.406366
13/12/2019,253552.973861
14/12/2019,253689.345613
15/12/2019,253828.510955
16/12/2019,253991.166683
17/12/2019,254176.496395
18/12/2019,254331.039352
19/12/2019,254490.331732
20/12/2019,254640.364353
21/12/2019,254772.954009
22/12/2019,254897.737634
23/12/2019,255046.851997
24/12/2019,255185.625923
25/12/2019,255298.844115
26/12/2019,255439.484456
27/12/2019,255587.021972
28/12/2019,255719.512014
29/12/2019,255841.586113
30/12/2019,255998.368225
31/12/2019,256140.744019
01/01/2020,256251.622994
02/01/2020,256395.739843
03/01/2020,256548.960275
04/01/2020,256682.872531
05/01/2020,256811.266801
06/01/2020,256964.105959
07/01/2020,257131.06746
08/01/2020,257281.858862
09/01/2020,257446.03681
10/01/2020,257612.906274
11/01/2020,257750.46176
12/01/2020,257874.73249
13/01/2020,258015.371384
14/01/2020,258192.232271
15/01/2020,258353.139258
16/01/2020,258509.500202
17/01/2020,258663.470995
18/01/2020,258789.652208
19/01/2020,258920.635418
20/01/2020,259071.688304
21/01/2020,259224.532872
22/01/2020,259389.014705
23/01/2020,259555.169828
24/01/2020,259712.005723
25/01/2020,259851.978845
26/01/2020,259969.598914
27/01/2020,260106.319427
28/01/2020,260277.518958
29/01/2020,260438.282577
30/01/2020,260595.162939
31/01/2020,260754.955096
01/02/2020,260900.402842
02/02/2020,261045.022255
03/02/2020,261221.372863
04/02/2020,261379.285998
05/02/2020,261551.534429
06/02/2020,261705.195533
07/02/2020,261883.369212
08/02/2020,262038.446274
09/02/2020,262184.003043
10/02/2020,262330.589804
11/02/2020,262516.986823
12/02/2020,262679.882959
13/02/2020,262853.266543
14/02/2020,263000.46141
15/02/2020,263156.604168
16/02/2020,263289.363401
17/02/2020,263450.027174
18/02/2020,263618.682929
19/02/2020,263783.093163
20/02/2020,263940.611476
21/02/2020,264104.989999
22/02/2020,264243.962662
23/02/2020,264373.736758
24/02/2020,264534.543925
25/02/2020,264687.952835
26/02/2020,264846.050567
27/02/2020,265008.073867
28/02/2020,265178.775092
29/02/2020,265316.658746
01/03/2020,265463.650111
02/03/2020,265630.027917
03/03/2020,265805.174893
04/03/2020,266009.105727
05/03/2020,266172.628413
06/03/2020,266338.33536
07/03/2020,266481.86887
08/03/2020,266619.268111
09/03/2020,266791.349446
10/03/2020,266962.804927
11/03/2020,267106.763454
12/03/2020,267293.101265
13/03/2020,267455.271979
14/03/2020,267618.738583
15/03/2020,267750.868915
16/03/2020,267892.869648
17/03/2020,268044.439389
18/03/2020,268161.077027
19/03/2020,268300.805442
20/03/2020,268438.775754
21/03/2020,268575.797853
22/03/2020,268683.154463
23/03/2020,268813.084814
24/03/2020,268966.750075
25/03/2020,269070.975172
26/03/2020,269252.760437
27/03/2020,269424.094689
28/03/2020,269547.199076
30/03/2020,269663.371915
31/03/2020,269819.051716
01/04/2020,269982.311656
02/04/2020,270152.729204
03/04/2020,270323.34063
04/04/2020,270474.904204
05/04/2020,270644.098215
06/04/2020,270778.721876
07/04/2020,270927.874751
08/04/2020,271117.976113
09/04/2020,271279.632472
10/04/2020,271444.314916
11/04/2020,271591.031375
12/04/2020,271715.808268
13/04/2020,271838.380074
14/04/2020,271997.107445
15/04/2020,272163.143521
16/04/2020,272361.487062
17/04/2020,272533.317308
18/04/2020,272696.584468
19/04/2020,272878.248407
20/04/2020,273026.864993
21/04/2020,273195.562353
22/04/2020,273354.812078
23/04/2020,273489.87309
24/04/2020,273672.774428
25/04/2020,273856.325797
26/04/2020,274024.846221
27/04/2020,274171.908331
28/04/2020,274338.317818
29/04/2020,274525.426649
30/04/2020,274698.75985
01/05/2020,274870.013013
02/05/2020,275046.692701
03/05/2020,275244.862471
04/05/2020,275445.33336
05/05/2020,275617.33007
06/05/2020,275807.668269
07/05/2020,275994.061822
08/05/2020,276187.306946
09/05/2020,276362.04965
10/05/2020,276537.58933
11/05/2020,276749.499228
12/05/2020,276950.964277
13/05/2020,277137.885444
14/05/2020,277292.379882
15/05/2020,277443.425121
16/05/2020,277602.141239
17/05/2020,277761.274289
18/05/2020,277896.637045
19/05/2020,278070.067795
20/05/2020,278223.266354
21/05/2020,278376.489525
22/05/2020,278545.588273
23/05/2020,278689.701245
24/05/2020,278841.846548
25/05/2020,279005.664995
26/05/2020,279165.699813
27/05/2020,279327.892035
28/05/2020,279513.118984
29/05/2020,279681.165173
30/05/2020,279842.505292
31/05/2020,280036.871025
01/06/2020,280194.660124
02/06/2020,280364.619056
03/06/2020,280530.267391
04/06/2020,280708.476822
05/06/2020,280895.195589
06/06/2020,281081.745172
07/06/2020,281236.56756
08/06/2020,281374.388375
09/06/2020,281560.995101
10/06/2020,281749.230689
11/06/2020,281926.484792
12/06/2020,282182.276068
13/06/2020,282403.485435
14/06/2020,282571.828727
15/06/2020,282711.60615
16/06/2020,282867.946942
17/06/2020,283051.499132
18/06/2020,283226.978222
19/06/2020,283381.860114
20/06/2020,283564.441829
21/06/2020,283716.093629
22/06/2020,283859.268613
23/06/2020,284017.076542
24/06/2020,284223.343995
25/06/2020,284402.358761
26/06/2020,284579.265288
27/06/2020,284773.775348
28/06/2020,284926.0825
29/06/2020,285061.562944
30/06/2020,285242.703493
01/07/2020,285417.570353
02/07/2020,285627.438299
03/07/2020,285813.258157
04/07/2020,286008.786988
05/07/2020,286171.642211
06/07/2020,286321.889873
07/07/2020,286510.982412
08/07/2020,286688.768332
09/07/2020,286877.112581
10/07/2020,287084.972902
11/07/2020,287279.487808
12/07/2020,287449.680917
13/07/2020,287598.568589
14/07/2020,287766.698674
15/07/2020,287947.872746
16/07/2020,288129.48511
17/07/2020,288302.901448
18/07/2020,288452.151843
19/07/2020,288617.983775
20/07/2020,288792.666336
21/07/2020,288974.179553
22/07/2020,289135.543378
23/07/2020,289316.982105
24/07/2020,289492.919309
25/07/2020,289704.380422
26/07/2020,289899.334854
27/07/2020,290111.56125
28/07/2020,290302.94926
29/07/2020,290488.874949
30/07/2020,290678.696518
31/07/2020,290852.37538
01/08/2020,291051.297003
02/08/2020,291227.545921
03/08/2020,291418.361376
04/08/2020,291633.391236
05/08/2020,291823.40102
06/08/2020,291987.143199
07/08/2020,292186.166126
08/08/2020,292384.08706
09/08/2020,292572.590582
10/08/2020,292767.737826
11/08/2020,292938.959227
12/08/2020,293136.730892
13/08/2020,293340.920375
14/08/2020,293518.28557
15/08/2020,293729.578885
16/08/2020,293921.406254
17/08/2020,294095.853177
18/08/2020,294254.31872
19/08/2020,294428.713566
20/08/2020,294607.408898
21/08/2020,294792.024215
22/08/2020,295000.468526
23/08/2020,295179.767066
24/08/2020,295376.284155
25/08/2020,295550.086248
26/08/2020,295719.020046
27/08/2020,295903.748323
28/08/2020,296067.331506
29/08/2020,296279.595324
30/08/2020,296473.516423
31/08/2020,296639.927317
01/09/2020,296815.852584
02/09/2020,297011.963455
03/09/2020,297198.07614
04/09/2020,297365.336643
05/09/2020,297540.702055
06/09/2020,297720.695171
07/09/2020,297933.968458
08/09/2020,298158.053327
09/09/2020,298351.69603
10/09/2020,298529.737255
11/09/2020,298740.422485
12/09/2020,298923.716597
13/09/2020,299103.962703
14/09/2020,299256.095199
15/09/2020,299459.18416
16/09/2020,299643.206042
17/09/2020,299846.152278
18/09/2020,300071.949117
19/09/2020,300262.399307
20/09/2020,300448.436662
21/09/2020,300603.93787
22/09/2020,300778.75962
23/09/2020,300944.877485
24/09/2020,301127.45805
25/09/2020,301300.104066
26/09/2020,301527.833228
27/09/2020,301724.47172
28/09/2020,301878.958797
29/09/2020,302039.49385
30/09/2020,302219.112615
01/10/2020,302425.675536
02/10/2020,302587.001907
03/10/2020,302762.792556
04/10/2020,302962.665995
05/10/2020,303155.397375
06/10/2020,303323.242392
07/10/2020,303492.339975
08/10/2020,303685.583647
09/10/2020,303883.713632
10/10/2020,304070.206403
11/10/2020,304255.797541
12/10/2020,304405.353196
13/10/2020,304582.009327
14/10/2020,304790.528621
15/10/2020,304959.90279
16/10/2020,305150.364856
17/10/2020,305338.81432
18/10/2020,305500.436801
19/10/2020,305630.355788
20/10/2020,305789.82992
21/10/2020,305966.477144
22/10/2020,306135.000548
23/10/2020,306310.945851
24/10/2020,306479.069345
25/10/2020,306682.596849
26/10/2020,306990.71018
27/10/2020,307119.388589
28/10/2020,307248.449053
29/10/2020,307388.316669
30/10/2020,307532.187125
31/10/2020,307676.67763
01/11/2020,307832.500894
02/11/2020,307958.584066
03/11/2020,308138.034269
04/11/2020,308351.568205
05/11/2020,308540.024361
06/11/2020,308734.671918
07/11/2020,308933.234737
08/11/2020,309122.444141
09/11/2020,309376.123793
10/11/2020,309556.282154
11/11/2020,309746.890838
12/11/2020,309946.504116
13/11/2020,310123.98087
14/11/2020,310307.264344
15/11/2020,310487.954635
16/11/2020,310681.524903
17/11/2020,310882.84935
18/11/2020,311096.13685
19/11/2020,311278.347427
20/11/2020,311494.073903
21/11/2020,311688.422394
22/11/2020,311850.201751
23/11/2020,312030.926054
24/11/2020,312203.751334
25/11/2020,312394.89733
26/11/2020,312589.671749
27/11/2020,312787.51199
28/11/2020,312990.878946
29/11/2020,313156.918048
30/11/2020,313305.404672
01/12/2020,313499.631397
02/12/2020,313664.350458
03/12/2020,313869.833518
04/12/2020,314060.03779
05/12/2020,314253.516183
06/12/2020,314437.251332
07/12/2020,314617.294816
08/12/2020,314802.484291
09/12/2020,314979.851937
10/12/2020,315149.90137
11/12/2020,315332.852679
12/12/2020,315503.907653
13/12/2020,315687.074335
14/12/2020,315856.850186
15/12/2020,316037.944035
16/12/2020,316225.176574
17/12/2020,316392.913511
18/12/2020,316592.62741
19/12/2020,316792.5048
20/12/2020,316995.300096
21/12/2020,317178.399225
22/12/2020,317364.353312
23/12/2020,317556.484993
24/12/2020,317716.457446
25/12/2020,317901.639685
26/12/2020,318091.265009
27/12/2020,318284.261041
28/12/2020,318491.948275
29/12/2020,318685.941247
30/12/2020,318902.037985
31/12/2020,319114.0485
01/01/2021,319315.580633
02/01/2021,319526.405445
03/01/2021,319729.832857
04/01/2021,319957.982033
05/01/2021,320160.890674
06/01/2021,320390.014476
07/01/2021,320603.341523
08/01/2021,320794.958819
09/01/2021,320970.191524
10/01/2021,321174.048974
11/01/2021,321380.113784
12/01/2021,321576.046068
13/01/2021,321768.18095
14/01/2021,321958.923378
15/01/2021,322162.948202
16/01/2021,322356.7137
17/01/2021,322532.980588
18/01/2021,322727.574032
19/01/2021,322917.977201
20/01/2021,323098.295987
21/01/2021,323267.782096
22/01/2021,323449.834946
23/01/2021,323649.493637
24/01/2021,323831.394778
25/01/2021,324024.699614
26/01/2021,324243.586211
27/01/2021,324426.425364
28/01/2021,324617.270198
29/01/2021,324816.810174
30/01/2021,324993.65927
31/01/2021,325182.480193
01/02/2021,325340.232112
02/02/2021,325537.886238
03/02/2021,325733.22657
04/02/2021,325939.027519
05/02/2021,326159.490668
06/02/2021,326363.786006
07/02/2021,326581.121143
08/02/2021,326806.012404
09/02/2021,326988.781601
10/02/2021,327173.361167
11/02/2021,327337.272531
12/02/2021,327517.986707
13/02/2021,327725.18977
14/02/2021,327922.427974
15/02/2021,328122.176804
16/02/2021,328279.070966
17/02/2021,328457.321409
18/02/2021,328636.151912
19/02/2021,328839.303891
20/02/2021,329032.254856
21/02/2021,329236.086424
22/02/2021,329413.704812
23/02/2021,329578.417244
24/02/2021,329786.708488
25/02/2021,329989.843206
26/02/2021,330169.429139
27/02/2021,330372.278421
28/02/2021,330551.101988
01/03/2021,330726.624019
02/03/2021,330913.419605
03/03/2021,331111.831806
04/03/2021,331276.103795
05/03/2021,331473.313681
06/03/2021,331678.922192
07/03/2021,331878.969768
08/03/2021,332097.375819
09/03/2021,332281.057891
10/03/2021,332475.006879
11/03/2021,332644.403425
12/03/2021,332841.658419
13/03/2021,333042.766242
14/03/2021,333249.306592
15/03/2021,333450.257261
16/03/2021,333647.490914
17/03/2021,333823.259823
18/03/2021,334015.053008
19/03/2021,334210.720246
20/03/2021,334416.459813
21/03/2021,334643.450255
22/03/2021,334848.593397
23/03/2021,335066.392469
24/03/2021,335271.991469
25/03/2021,335474.719544
26/03/2021,335654.039524
27/03/2021,335860.427386
29/03/2021,336069.890997
30/03/2021,336263.283195
31/03/2021,336454.897283
01/04/2021,336666.2046
02/04/2021,336859.858346
03/04/2021,337043.892193
04/04/2021,337215.791774
05/04/2021,337415.783116
06/04/2021,337635.553683
07/04/2021,337829.001614
08/04/2021,338033.739108
09/04/2021,338210.039529
10/04/2021,338411.736447
11/04/2021,338623.94498
12/04/2021,338823.530598
13/04/2021,339017.377876
14/04/2021,339207.511127
15/04/2021,339381.391029
16/04/2021,339607.8903
17/04/2021,339744.025508
18/04/2021,339867.016443
19/04/2021,340027.633384
20/04/2021,340154.065016
21/04/2021,340324.333193
22/04/2021,340456.355086
23/04/2021,340638.819333
24/04/2021,340816.370766
25/04/2021,341008.684802
26/04/2021,341197.87946
27/04/2021,341347.825882
28/04/2021,341534.906773
29/04/2021,341721.227976
30/04/2021,341887.630878
01/05/2021,342089.017911
02/05/2021,342275.902188
03/05/2021,342536.559431
04/05/2021,342795.146937
05/05/2021,343037.180057
06/05/2021,343248.656962
07/05/2021,343480.129422
08/05/2021,343703.135233
09/05/2021,343927.508323
10/05/2021,344180.666334
11/05/2021,344427.945246
12/05/2021,344660.020821
13/05/2021,344896.112155
14/05/2021,345107.41752
15/05/2021,345283.587084
16/05/2021,345449.023539
17/05/2021,345630.188158
18/05/2021,345792.055966
19/05/2021,345925.142902
20/05/2021,346090.308707
21/05/2021,346236.224679
22/05/2021,346378.108377
23/05/2021,346527.706387
24/05/2021,346691.878524
25/05/2021,346861.353216
26/05/2021,347028.674681
27/05/2021,347187.215018
28/05/2021,347335.098219
29/05/2021,347495.059559
30/05/2021,347648.846394
31/05/2021,347864.261836
01/06/2021,348067.570582
02/06/2021,348261.406039
03/06/2021,348475.947099
04/06/2021,348665.924765
05/06/2021,348833.967405
06/06/2021,348976.235834
07/06/2021,349119.450745
08/06/2021,349285.581629
09/06/2021,349477.10319
10/06/2021,349611.985192
11/06/2021,349766.42046
12/06/2021,349913.53016
13/06/2021,350110.221082
14/06/2021,350265.701345
15/06/2021,350436.01929
16/06/2021,350605.451298
17/06/2021,350771.893461
18/06/2021,350924.115207
19/06/2021,351068.568268
20/06/2021,351190.750531
21/06/2021,351323.082765
22/06/2021,351465.383959
23/06/2021,351592.244839
24/06/2021,351732.681689
25/06/2021,351877.557992
26/06/2021,352031.4385
27/06/2021,352157.645266
28/06/2021,352241.725649
29/06/2021,352360.822241
30/06/2021,352487.065316
01/07/2021,352608.287244
02/07/2021,352740.54519
03/07/2021,352866.771075
04/07/2021,353047.340478
05/07/2021,353212.926524
06/07/2021,353386.979826
07/07/2021,353543.967417
08/07/2021,353688.227068
09/07/2021,353831.436646
10/07/2021,353996.544695
11/07/2021,354131.879334
12/07/2021,354270.595707
13/07/2021,354418.993998
14/07/2021,354576.61998
15/07/2021,354731.335208
16/07/2021,354886.561004
17/07/2021,355026.210712
18/07/2021,355138.097216
19/07/2021,355254.012199
20/07/2021,355409.394437
21/07/2021,355566.233502
22/07/2021,355724.623146
23/07/2021,355868.743969
24/07/2021,356011.421599
25/07/2021,356140.836367
