Timestamp,transaction-fees
26/08/2021,11.57534522
27/08/2021,11.9157062899999
28/08/2021,10.70235591
29/08/2021,8.73895894
30/08/2021,12.5373011399999
31/08/2021,13.7403918699999
01/09/2021,17.7418564
02/09/2021,19.97096727
03/09/2021,18.4338697299999
04/09/2021,11.99431048
05/09/2021,10.4807713499999
06/09/2021,17.2033336499999
07/09/2021,18.45604694
08/09/2021,14.7072250999999
09/09/2021,14.12040485
10/09/2021,14.11332747
11/09/2021,10.8366345599999
12/09/2021,8.56594865999999
13/09/2021,15.2690390099999
14/09/2021,14.8326839299999
15/09/2021,17.05868174
16/09/2021,16.78613933
17/09/2021,14.9808838599999
18/09/2021,11.5933147799999
19/09/2021,8.24793645999999
20/09/2021,13.8869320099999
21/09/2021,14.7767014299999
22/09/2021,14.0179724199999
23/09/2021,13.78292053
24/09/2021,16.13218851
25/09/2021,8.54954145
26/09/2021,8.46447735
27/09/2021,12.6638463
28/09/2021,13.65809179
29/09/2021,11.2984691299999
30/09/2021,14.77442647
01/10/2021,16.25074991
02/10/2021,10.92389547
03/10/2021,9.99490094
04/10/2021,13.7193308799999
05/10/2021,15.2931848
06/10/2021,18.01872245
07/10/2021,26.94414508
08/10/2021,20.66777196
09/10/2021,14.68665122
10/10/2021,12.7335801499999
11/10/2021,20.7104437299999
12/10/2021,19.08640434
13/10/2021,16.82798138
14/10/2021,16.28899281
15/10/2021,20.28590568
16/10/2021,15.68890276
17/10/2021,11.34267792
18/10/2021,15.8293614899999
19/10/2021,15.00707606
20/10/2021,18.74501966
21/10/2021,20.2768507399999
22/10/2021,16.1667626199999
23/10/2021,11.14498353
24/10/2021,8.98128972
25/10/2021,14.02343665
26/10/2021,13.7251475099999
27/10/2021,12.54541851
28/10/2021,12.9817855799999
29/10/2021,15.65614451
30/10/2021,10.4176701399999
31/10/2021,8.99031935999999
01/11/2021,17.5001912699999
02/11/2021,15.9323758399999
03/11/2021,16.38430664
04/11/2021,17.5174489099999
05/11/2021,10.76522666
06/11/2021,9.63271774
07/11/2021,16.0992078299999
08/11/2021,23.26600511
09/11/2021,18.41489098
10/11/2021,15.55562963
11/11/2021,14.8851764399999
12/11/2021,10.69343882
13/11/2021,8.67145474999999
14/11/2021,12.66008946
15/11/2021,12.9797157399999
16/11/2021,13.4647262
17/11/2021,11.7643974
18/11/2021,13.20134335
19/11/2021,12.9653097699999
20/11/2021,9.23059485999999
21/11/2021,12.30824165
22/11/2021,12.28852264
23/11/2021,14.0186712499999
24/11/2021,14.8582129299999
25/11/2021,14.57347377
26/11/2021,8.44446976
27/11/2021,7.36052107
28/11/2021,11.1335983399999
29/11/2021,12.6396025399999
30/11/2021,20.5616047899999
01/12/2021,18.87918059
02/12/2021,13.2825826199999
03/12/2021,17.4540084799999
04/12/2021,21.8455098599999
05/12/2021,12.9876981299999
06/12/2021,11.38683329
07/12/2021,10.34711221
08/12/2021,12.0394032599999
09/12/2021,11.5875160699999
10/12/2021,7.93052829
11/12/2021,6.54018764999999
12/12/2021,12.9373324799999
13/12/2021,11.71214792
14/12/2021,11.6221515099999
15/12/2021,10.4707069099999
16/12/2021,12.9966826299999
17/12/2021,8.78718027
18/12/2021,6.98352275
19/12/2021,10.9973731899999
20/12/2021,11.89622366
21/12/2021,10.8507569299999
22/12/2021,10.97831577
23/12/2021,12.0679059899999
24/12/2021,8.32231002
25/12/2021,7.75341048999999
26/12/2021,13.15912641
27/12/2021,17.86068218
28/12/2021,16.40915858
29/12/2021,17.6540392599999
30/12/2021,18.0722824299999
31/12/2021,9.31325085999999
01/01/2022,9.25751769
02/01/2022,11.58893996
03/01/2022,13.2840199999999
04/01/2022,15.83972727
05/01/2022,15.23440191
06/01/2022,14.3029496899999
07/01/2022,9.69417937999999
08/01/2022,7.86552615
09/01/2022,11.4559457699999
10/01/2022,11.7101385299999
11/01/2022,11.66043324
12/01/2022,10.43758314
13/01/2022,9.66920485
14/01/2022,7.42847263
15/01/2022,6.36674077
16/01/2022,9.08946149
17/01/2022,9.47611285999999
18/01/2022,8.66004883
19/01/2022,9.94362513
20/01/2022,12.1465213899999
21/01/2022,11.1444662699999
22/01/2022,7.68463059
23/01/2022,11.63754455
24/01/2022,10.8522872399999
25/01/2022,11.9892457299999
26/01/2022,11.65036764
27/01/2022,12.53358866
28/01/2022,12.33101627
29/01/2022,10.55100293
30/01/2022,13.02331697
31/01/2022,14.7052980799999
01/02/2022,12.2771004999999
02/02/2022,10.61692952
03/02/2022,13.9566795199999
04/02/2022,14.12773856
05/02/2022,10.2675984199999
06/02/2022,14.54581893
07/02/2022,14.5030171299999
08/02/2022,14.5787827499999
09/02/2022,19.58059812
10/02/2022,16.74292024
11/02/2022,12.37731195
12/02/2022,8.70764339999999
13/02/2022,11.16108503
14/02/2022,12.4797074199999
15/02/2022,10.08718334
16/02/2022,9.91791024
17/02/2022,9.41369389
18/02/2022,6.87295332
19/02/2022,5.72791661
20/02/2022,9.55541765999999
21/02/2022,9.1525035
22/02/2022,8.06713107
23/02/2022,10.2487208199999
24/02/2022,11.50066554
25/02/2022,6.73553404999999
26/02/2022,6.9410088
27/02/2022,9.34059643
28/02/2022,19.43038347
01/03/2022,29.2659814799999
02/03/2022,20.2902153
03/03/2022,15.3220105199999
04/03/2022,11.2606644899999
05/03/2022,9.45711786
06/03/2022,11.2807624699999
07/03/2022,10.58415698
08/03/2022,11.2612991
09/03/2022,11.6494667899999
