Timestamp,cost-per-transaction-percent
01/11/2019,2.17843092675005
02/11/2019,2.07122634120633
03/11/2019,1.19546817242909
04/11/2019,0.630200423602675
05/11/2019,1.09027806177074
06/11/2019,1.13248227956577
07/11/2019,1.0123434081917
08/11/2019,1.53939384943596
09/11/2019,5.18677255315597
10/11/2019,2.34833636950025
11/11/2019,1.73244181714865
12/11/2019,1.01392904116906
13/11/2019,1.98420086976904
14/11/2019,1.44698537911673
15/11/2019,3.43507778880958
16/11/2019,4.83710317242172
17/11/2019,1.43338727403506
18/11/2019,1.68930743848714
19/11/2019,1.70007095561152
20/11/2019,1.1763167844968
21/11/2019,0.741183605615139
22/11/2019,1.40540452481184
23/11/2019,2.17354687779552
24/11/2019,0.853428231784103
25/11/2019,0.946517325705972
26/11/2019,0.848995707085243
27/11/2019,2.06851559349054
28/11/2019,1.31192028161562
29/11/2019,1.76329622571136
30/11/2019,3.15123113496029
01/12/2019,1.4872996917273
02/12/2019,1.32928650123404
03/12/2019,1.06315386546715
04/12/2019,1.62104084979118
05/12/2019,1.10150074941786
06/12/2019,1.81406518955245
07/12/2019,4.53703042299707
08/12/2019,1.4190242442705
09/12/2019,1.13403932971704
10/12/2019,1.25614982030957
11/12/2019,0.958747838979698
12/12/2019,1.5438346708974
13/12/2019,3.03493666129973
14/12/2019,3.35666263566137
15/12/2019,1.60520066707446
16/12/2019,0.713163943164135
17/12/2019,0.707152823324523
18/12/2019,1.23073919352993
19/12/2019,1.18471414472948
20/12/2019,3.27356868683846
21/12/2019,3.74922177849783
22/12/2019,1.20170941691038
23/12/2019,1.49586570892989
24/12/2019,1.34736779229091
25/12/2019,2.00997963034845
26/12/2019,1.59536131373448
27/12/2019,2.84894414370098
28/12/2019,3.75529837025989
29/12/2019,1.61531747403575
30/12/2019,1.53939337421636
31/12/2019,5.71904883739375
01/01/2020,1.81719504863656
02/01/2020,0.912494010634009
03/01/2020,2.51197771592301
04/01/2020,4.33555541506082
05/01/2020,1.3566089985406
06/01/2020,1.57183521615762
07/01/2020,1.25574665750157
08/01/2020,1.01025677099729
09/01/2020,1.2135893457625
10/01/2020,3.29807487410331
11/01/2020,3.4581367819517
12/01/2020,1.65958575855012
13/01/2020,0.542858293962469
14/01/2020,0.682998931334966
15/01/2020,1.31836205434412
16/01/2020,1.1531847208411
17/01/2020,2.14384000995483
18/01/2020,2.80773635246519
19/01/2020,1.2668458236504
20/01/2020,1.86263062672115
21/01/2020,1.38152887675808
22/01/2020,1.22394811943949
23/01/2020,1.67550308046612
24/01/2020,4.60284464593957
25/01/2020,4.09562813936442
26/01/2020,1.75621706370575
27/01/2020,1.54327586863365
28/01/2020,1.55722904837883
29/01/2020,1.11069041521399
30/01/2020,0.769218160598372
31/01/2020,1.79559032073247
01/02/2020,2.77767992269212
02/02/2020,0.498064922176011
03/02/2020,1.57210658535277
04/02/2020,1.61760274914058
05/02/2020,0.514657875918228
06/02/2020,0.958882729377539
07/02/2020,1.21280570949981
08/02/2020,2.65219462432568
09/02/2020,0.946601821143671
10/02/2020,0.825926280413264
11/02/2020,1.00323455866724
12/02/2020,0.970312298907905
13/02/2020,1.15732933560121
14/02/2020,1.64879835548441
15/02/2020,1.08627356694477
16/02/2020,0.879865029189245
17/02/2020,1.25589868580933
18/02/2020,0.978925043075453
19/02/2020,0.939858761284378
20/02/2020,1.66592285292519
21/02/2020,3.55086437414506
22/02/2020,2.39855574209391
23/02/2020,1.63921839067007
24/02/2020,1.63660236231142
25/02/2020,1.19665232419159
26/02/2020,0.809597226062245
27/02/2020,0.972741971222882
28/02/2020,2.48450875826687
29/02/2020,3.46871713826849
01/03/2020,1.36120767805273
02/03/2020,1.2657345984921
03/03/2020,1.40925199726037
04/03/2020,1.37795044711413
05/03/2020,1.13971864963739
06/03/2020,2.54904951322742
07/03/2020,2.31660799348495
08/03/2020,0.745685590803261
09/03/2020,0.810427515623222
10/03/2020,0.756086935554525
11/03/2020,0.376633321970046
12/03/2020,0.313409278393858
13/03/2020,0.768603489398105
14/03/2020,1.17246129517181
15/03/2020,0.431327192687247
16/03/2020,0.545866077248551
17/03/2020,0.638481691349575
18/03/2020,0.663386234659011
19/03/2020,0.453721029478242
20/03/2020,1.52523460338003
21/03/2020,1.4125470125015
22/03/2020,0.844614170971439
23/03/2020,0.595389833065756
24/03/2020,0.862999582530753
25/03/2020,1.39296278468431
26/03/2020,1.10498015857875
27/03/2020,1.81231343895292
28/03/2020,2.04154602793809
30/03/2020,1.09469184369602
31/03/2020,1.11273011591589
01/04/2020,1.4376356895608
02/04/2020,1.16998086081704
03/04/2020,1.14821211341769
04/04/2020,2.93569140991815
05/04/2020,3.34710261295158
06/04/2020,0.603257355009984
07/04/2020,1.02548835411281
08/04/2020,1.38630841000274
09/04/2020,0.616098051971365
10/04/2020,1.30394053016215
11/04/2020,2.97444188641327
12/04/2020,3.26807842412885
13/04/2020,1.30541706289572
14/04/2020,1.76962340746447
15/04/2020,1.44266156615795
16/04/2020,1.05596023079332
17/04/2020,1.07920019666197
18/04/2020,2.74356730576726
19/04/2020,2.99704501552782
20/04/2020,1.45227938086876
21/04/2020,1.22197417562197
22/04/2020,1.21972602551818
23/04/2020,1.02589260297636
24/04/2020,0.736377698180646
25/04/2020,2.21452832598367
26/04/2020,2.79897496175662
27/04/2020,1.12436281672108
28/04/2020,1.42665956460343
29/04/2020,0.49413190718953
30/04/2020,0.610625953748244
01/05/2020,0.888950424753959
02/05/2020,2.61707129807575
03/05/2020,2.45883201868246
04/05/2020,1.3755337017995
05/05/2020,1.57774546938033
06/05/2020,1.25746030646475
07/05/2020,0.941145824528816
08/05/2020,0.707845736444018
09/05/2020,0.918719841978523
10/05/2020,1.6589112668726
11/05/2020,1.01112587431447
12/05/2020,0.470427809083305
13/05/2020,0.424970692816045
14/05/2020,0.656447114843687
15/05/2020,0.571187620043989
16/05/2020,0.932336197073013
17/05/2020,1.28328165989239
18/05/2020,0.643756283379974
19/05/2020,0.670201149928988
20/05/2020,0.518619447063363
21/05/2020,0.517094174676432
22/05/2020,0.593487363795214
23/05/2020,1.18857171606641
24/05/2020,0.742231736256577
25/05/2020,0.322271671612904
26/05/2020,0.747837809071913
27/05/2020,0.558719950268239
28/05/2020,0.650799244845904
29/05/2020,0.515957627286181
30/05/2020,1.36512545774286
31/05/2020,0.611357257933041
01/06/2020,0.37050040055142
02/06/2020,0.332475589573621
03/06/2020,0.663875932078716
04/06/2020,0.556431139732592
05/06/2020,0.643625555501928
06/06/2020,2.15779484480539
07/06/2020,1.96086418305283
08/06/2020,0.702782220546985
09/06/2020,0.855988628485526
10/06/2020,0.87770312875908
11/06/2020,0.494581158589365
12/06/2020,0.829144902179438
13/06/2020,1.66902190073891
14/06/2020,2.26145199073362
15/06/2020,0.489995536048214
16/06/2020,0.580311454133426
17/06/2020,0.512833391501155
18/06/2020,0.647619046461877
19/06/2020,0.374424037903667
20/06/2020,1.41916928328575
21/06/2020,1.67730461251187
22/06/2020,0.651551388689009
23/06/2020,0.461744087925333
24/06/2020,0.515086955222464
25/06/2020,0.46989798767686
26/06/2020,0.501998388117802
27/06/2020,1.34735217631348
28/06/2020,1.43914016898149
29/06/2020,0.782141422483315
30/06/2020,0.91295474757286
01/07/2020,0.689518207880758
02/07/2020,0.745308502678539
03/07/2020,0.849188872684209
04/07/2020,1.53816483488127
05/07/2020,1.84808320733318
06/07/2020,0.677419748267974
07/07/2020,0.776829793502436
08/07/2020,0.58572516008867
09/07/2020,0.746324759930199
10/07/2020,0.79214036056721
11/07/2020,1.61443579864814
12/07/2020,1.87219839216519
13/07/2020,0.657980320783661
14/07/2020,0.722884167598811
15/07/2020,0.689996435650953
16/07/2020,0.669008509208198
17/07/2020,0.675686518109295
18/07/2020,1.18106198711802
19/07/2020,1.26465882735457
20/07/2020,0.833644781046791
21/07/2020,0.619134805427545
22/07/2020,0.607675713000177
23/07/2020,0.542522082246718
24/07/2020,0.683584157525447
25/07/2020,1.06276137619887
26/07/2020,1.04898798468665
27/07/2020,0.440276840391705
28/07/2020,0.440508905207782
29/07/2020,0.589846809571004
30/07/2020,0.596858155938798
31/07/2020,0.592762255522755
01/08/2020,0.891978008719587
02/08/2020,0.964517304272298
03/08/2020,0.489340953647228
04/08/2020,0.755197282739073
05/08/2020,0.781803763443514
06/08/2020,0.648945301398674
07/08/2020,0.679736102224643
08/08/2020,1.17959682478899
09/08/2020,1.4767216259845
10/08/2020,0.577602036452757
11/08/2020,0.707212673780571
12/08/2020,0.781789195435027
13/08/2020,0.696704195947177
14/08/2020,0.597710826171512
15/08/2020,1.14985722501196
16/08/2020,1.3141907439138
17/08/2020,0.507728639575813
18/08/2020,0.539373126905659
19/08/2020,0.6108975379559816
20/08/2020,0.7693785535964526
21/08/2020,0.8564075860562198
22/08/2020,1.1672191809236776
23/08/2020,1.7636118401887995
24/08/2020,0.8777514535541018
25/08/2020,0.6625426149399676
26/08/2020,0.7061165398374194
27/08/2020,0.6754239079634349
28/08/2020,0.6457734140650777
29/08/2020,1.2026148411491482
30/08/2020,0.9119709370947345
31/08/2020,0.5185620879731048
01/09/2020,0.5491166919174731
02/09/2020,0.5725377608955039
03/09/2020,0.47308262169013804
04/09/2020,0.41877992215564563
05/09/2020,0.8252600991582867
06/09/2020,1.105234834986809
07/09/2020,0.6984702334794333
08/09/2020,0.625689469016016
09/09/2020,0.7020678461775628
10/09/2020,0.7510361571723785
11/09/2020,0.6182331581328029
12/09/2020,1.3736670840782848
13/09/2020,1.4034955346026365
14/09/2020,0.7606771565313001
15/09/2020,0.6763189695896972
16/09/2020,0.6077099612409803
17/09/2020,0.745200591086699
18/09/2020,0.6207988572358983
19/09/2020,1.0558014924588532
20/09/2020,1.1871468026571295
21/09/2020,0.639579028165906
22/09/2020,0.5681346528146222
23/09/2020,0.5311040330125136
24/09/2020,0.4870885007237496
25/09/2020,0.6565667038836831
26/09/2020,1.3545551700014873
27/09/2020,1.3562600649346632
28/09/2020,0.5794548113996119
29/09/2020,0.5885781371670764
30/09/2020,0.7356462554932505
01/10/2020,0.5621942896962746
02/10/2020,0.4480414530253699
03/10/2020,1.2824421988235706
04/10/2020,1.7417952878760836
05/10/2020,0.7970513284581979
06/10/2020,0.7257843573436046
07/10/2020,0.6057399386259215
08/10/2020,0.7726297189017058
09/10/2020,0.5342088451953242
10/10/2020,0.968084277197347
11/10/2020,1.6359052672630616
12/10/2020,0.7577913170133239
13/10/2020,0.7513931615544729
14/10/2020,0.7070670296320076
15/10/2020,0.7133752175008568
16/10/2020,0.6764489579248927
17/10/2020,1.6812557584775725
18/10/2020,1.590286977260209
19/10/2020,0.6029282407869875
20/10/2020,0.7069683115358543
21/10/2020,0.48541425642601893
22/10/2020,0.41024105131099975
23/10/2020,0.4558857760427491
24/10/2020,1.3501252440394405
25/10/2020,1.350226719478712
25/10/2020,0.4868488861877613
26/10/2020,0.5670954296388919
27/10/2020,0.4547111067937198
28/10/2020,0.5833808104872593
29/10/2020,0.677460094981008
30/10/2020,1.0136117123494446
31/10/2020,1.125971101500403
01/11/2020,0.6355940861054593
02/11/2020,0.41522439285546053
03/11/2020,0.8366931821009397
04/11/2020,0.4057216682538677
05/11/2020,0.535421977925165
06/11/2020,1.0737312056370882
07/11/2020,1.348354964404909
08/11/2020,0.7410710365339946
09/11/2020,0.625149954399321
10/11/2020,0.5900436940095641
11/11/2020,0.5456847466223218
12/11/2020,0.6034577437906268
13/11/2020,1.1496590238577382
14/11/2020,1.970058763112408
15/11/2020,0.7556450366907308
16/11/2020,0.5878198669144952
17/11/2020,0.5108391915011843
18/11/2020,0.6411953810436175
19/11/2020,0.49122919575528157
20/11/2020,0.9133170585886332
21/11/2020,1.43726931184361
22/11/2020,0.6662917345869
23/11/2020,0.4247858780182665
24/11/2020,0.5685694257709045
25/11/2020,0.515122648305894
26/11/2020,0.5081648605919892
27/11/2020,1.345090499464692
28/11/2020,1.3316931734493402
29/11/2020,0.4446853302142696
30/11/2020,0.4569353868724833
01/12/2020,0.6130304664189823
02/12/2020,0.7930304539066738
03/12/2020,0.6206027228635906
04/12/2020,1.4954115911801804
05/12/2020,1.7175788574157453
06/12/2020,0.9193781799087027
07/12/2020,0.5021757917706171
08/12/2020,0.6610569442660915
09/12/2020,0.4242509695026742
10/12/2020,0.5826833384402668
11/12/2020,0.8497175013914762
12/12/2020,0.5698484656656732
13/12/2020,0.6893949053165637
14/12/2020,0.5978109504982942
15/12/2020,0.4686156088575011
16/12/2020,0.40321372673644434
17/12/2020,0.44104219708973835
18/12/2020,0.9348260530579385
19/12/2020,0.9861968227563076
20/12/2020,0.5945047752106052
21/12/2020,0.3738574872773348
22/12/2020,0.4050826612339991
23/12/2020,0.5163238793306143
24/12/2020,1.011568695204098
25/12/2020,0.9070823739194301
26/12/2020,0.5839866965105713
27/12/2020,0.3733461612868459
28/12/2020,0.5127053550318996
29/12/2020,0.5803648061000052
30/12/2020,0.5904970024678396
31/12/2020,0.669275897805929
01/01/2021,0.5186487428947141
02/01/2021,0.6142944394329242
03/01/2021,0.5298150829987099
04/01/2021,0.521219939700953
05/01/2021,0.5695986487346872
06/01/2021,0.4569802954365618
07/01/2021,0.4792266652647683
08/01/2021,0.6998816179059851
09/01/2021,1.0091018077505713
10/01/2021,0.5442184997184887
11/01/2021,0.523755572904185
12/01/2021,0.7104823730778744
13/01/2021,0.5090339729774483
14/01/2021,0.6390751248519266
15/01/2021,1.4833539835803866
16/01/2021,1.246892217608578
17/01/2021,0.9417216268218663
18/01/2021,0.5118964723955481
19/01/2021,0.673193097983557
20/01/2021,0.6497416465768174
21/01/2021,0.5951099981709967
22/01/2021,1.6047748131149444
23/01/2021,1.5401967527729137
24/01/2021,0.8484493506719659
25/01/2021,0.8325948212429428
26/01/2021,0.5557335853501744
27/01/2021,0.642145729297233
28/01/2021,0.47600574007937024
29/01/2021,0.9849632366100156
30/01/2021,1.0710317191879484
31/01/2021,0.6562130531272377
01/02/2021,0.8898167010640522
02/02/2021,0.7848462301203677
03/02/2021,0.6999298387570086
04/02/2021,0.7416679934994252
05/02/2021,0.9905940504894003
06/02/2021,1.1686579088197113
07/02/2021,0.581898105995853
08/02/2021,0.476587723193695
09/02/2021,0.6765883876326334
10/02/2021,0.7480504969396508
11/02/2021,0.6824367692921438
12/02/2021,1.4673902597858215
13/02/2021,1.6226614327509539
14/02/2021,1.0293450790905836
15/02/2021,0.6922064356585409
16/02/2021,0.6625189885106596
17/02/2021,0.6687067844174988
18/02/2021,0.660100633032278
19/02/2021,0.8533237226513298
20/02/2021,0.7351507436471538
21/02/2021,0.6212513049821586
22/02/2021,0.40063998247877064
23/02/2021,0.6548274147604114
24/02/2021,0.7148619589220506
25/02/2021,0.6580040772960188
26/02/2021,1.4971069957435934
27/02/2021,1.2515925193909565
28/02/2021,0.7586792816269076
01/03/2021,0.7539288876179948
02/03/2021,0.8431440746097983
03/03/2021,0.8701476214159644
04/03/2021,0.5811601719993785
05/03/2021,1.766586368849644
06/03/2021,1.518351187714679
07/03/2021,0.8334710748714772
08/03/2021,0.7276993077098132
09/03/2021,0.7578705056012709
10/03/2021,0.6747940089695121
11/03/2021,0.7151857247924388
12/03/2021,0.950189721914261
13/03/2021,1.0948390920088062
14/03/2021,0.8073564760784362
15/03/2021,0.685227160149113
16/03/2021,0.8495406108667236
17/03/2021,1.1326746132893548
18/03/2021,1.0348942756680877
19/03/2021,1.8207795741364163
20/03/2021,1.6437294273700906
21/03/2021,1.1046225107705285
22/03/2021,0.8048137935709704
23/03/2021,0.8180518896428457
24/03/2021,0.7480005652494233
25/03/2021,0.6611933101291345
26/03/2021,1.583864629110036
27/03/2021,2.139981099825038
29/03/2021,0.904379871282427
30/03/2021,0.9382552237373398
31/03/2021,0.9369618451499006
01/04/2021,0.843483052026611
02/04/2021,0.8804006053272685
03/04/2021,1.4136684400172526
04/04/2021,1.878992271713284
05/04/2021,1.1037030430621606
06/04/2021,0.5170965933039041
07/04/2021,0.9607137732136165
08/04/2021,0.8675502600483321
09/04/2021,0.994224636662377
10/04/2021,1.0519324949964597
11/04/2021,1.465062970385971
12/04/2021,0.8124631071521698
13/04/2021,0.6561472088723176
14/04/2021,0.666905654553618
15/04/2021,1.0702018637221522
16/04/2021,0.6106632810948481
17/04/2021,1.3459875720223322
18/04/2021,0.4868321015723141
19/04/2021,0.6736229263705363
20/04/2021,0.7460057043373983
21/04/2021,0.7022220690437423
22/04/2021,0.7563878460102058
23/04/2021,0.4837786693767901
24/04/2021,1.3787354211646567
25/04/2021,0.869075225615717
26/04/2021,0.6782277490545451
27/04/2021,0.837442386744888
28/04/2021,1.0375476498777783
29/04/2021,0.6785636589008214
30/04/2021,0.7388084415341507
01/05/2021,1.7028587897946268
02/05/2021,2.3614465506839966
03/05/2021,1.1965668078668457
04/05/2021,0.8837680789022855
05/05/2021,0.9584234833207439
06/05/2021,0.8810214631485755
07/05/2021,0.7385272279527896
08/05/2021,1.4646060514046009
09/05/2021,1.326352835653965
10/05/2021,0.8774837112740578
11/05/2021,0.9758122799239849
12/05/2021,0.4986017444650503
13/05/2021,0.4724528478773999
14/05/2021,0.577407615222833
15/05/2021,0.9873537026832729
16/05/2021,0.728476912258353
17/05/2021,0.36509683198801685
18/05/2021,0.47846584190196484
19/05/2021,0.24967458278612978
20/05/2021,0.2747760159577395
21/05/2021,0.4371158578240965
22/05/2021,0.6162768576015744
23/05/2021,0.650353142555854
24/05/2021,0.45323613472276886
25/05/2021,0.5253364545296606
26/05/2021,0.5740341215524944
27/05/2021,0.6317529428906921
28/05/2021,0.5481015511661607
29/05/2021,0.7706679624832669
30/05/2021,1.4907138038516299
31/05/2021,1.0292845907461226
01/06/2021,0.6315032520083068
02/06/2021,1.0671807537873048
03/06/2021,0.9126293902136231
04/06/2021,0.9506723616301065
05/06/2021,1.4143675606629305
06/06/2021,2.227707756523766
07/06/2021,0.804124413414243
08/06/2021,0.6524886796744789
09/06/2021,0.7159548749122091
10/06/2021,0.6243441040563379
11/06/2021,0.735462026236878
12/06/2021,1.4482099062747036
13/06/2021,2.038138132560838
14/06/2021,0.7323465164673054
15/06/2021,0.8447231427227226
16/06/2021,0.8110838013542576
17/06/2021,0.9422442696219462
18/06/2021,0.5795790827698648
19/06/2021,1.0909281241286883
20/06/2021,1.0978130003732478
21/06/2021,0.486689107830614
22/06/2021,0.40562375326040345
23/06/2021,0.5385045515583017
24/06/2021,0.6131062315604641
25/06/2021,0.5592392679829147
26/06/2021,0.7917961868554876
27/06/2021,0.6185220884256176
28/06/2021,0.5550326579414824
29/06/2021,0.6623922310793571
30/06/2021,0.5796447201382955
01/07/2021,0.620151874941914
02/07/2021,0.46662068114723837
03/07/2021,1.9187998497032661
04/07/2021,1.7719155930171495
05/07/2021,1.3724633899774654
06/07/2021,1.3604011446138637
07/07/2021,1.1540611896630393
08/07/2021,0.894144481367205
09/07/2021,1.0984343368664642
10/07/2021,3.1297398956993847
11/07/2021,2.016601416044489
12/07/2021,0.7900014833264972
13/07/2021,1.119434393696048
14/07/2021,1.2543113800290686
15/07/2021,0.743387979640712
16/07/2021,1.061693904643866
17/07/2021,0.7049429091098831
18/07/2021,2.753703472079963
19/07/2021,1.1253526417354833
20/07/2021,0.805074032727926
21/07/2021,0.8391737938289617
22/07/2021,1.2522423036713919
23/07/2021,1.11005440429559
24/07/2021,1.9540989621284524
25/07/2021,1.8195708005381246
26/07/2021,0.42133415254244555
27/07/2021,0.5530667680348222
28/07/2021,0.6617469681092775
29/07/2021,0.4695867304933744
30/07/2021,1.1545590918917163
31/07/2021,2.1624254343298004
01/08/2021,2.374023484363833
02/08/2021,1.0621196705004923
03/08/2021,1.1031895713460036
04/08/2021,0.818667231147632
05/08/2021,1.252161096596541
06/08/2021,0.9314356074427033
07/08/2021,2.085645841545445
08/08/2021,1.542916928821749
09/08/2021,0.7061876023285357
10/08/2021,1.0745697464451054
11/08/2021,0.7395487277579955
12/08/2021,1.2503991272747852
13/08/2021,1.0899394256757113
14/08/2021,1.544547694552656
15/08/2021,2.1896449393547313
16/08/2021,1.1059761326907382
17/08/2021,1.7575377731716528
18/08/2021,0.9077315366399415
19/08/2021,1.4066284780246452
20/08/2021,0.8524583454800021
21/08/2021,1.3151182771425953
22/08/2021,3.273381306809939
23/08/2021,1.0824093610707566
24/08/2021,1.1645422357162813
25/08/2021,0.8069057049325797
26/08/2021,0.8281422124054815
27/08/2021,1.507379704740799
28/08/2021,2.3867765749918695
29/08/2021,2.943836203442484
30/08/2021,1.07333746857401
31/08/2021,1.0587686607086995
01/09/2021,0.7645931117156572
02/09/2021,0.7258989483047185
03/09/2021,0.9640735124271868
04/09/2021,2.0499960255680514
05/09/2021,2.6110356944726227
06/09/2021,1.3092428803129827
07/09/2021,0.7122045219383057
08/09/2021,0.9120036633382511
09/09/2021,0.7518854553940648
10/09/2021,0.5899731289751105
11/09/2021,2.1637196386738964
12/09/2021,2.808765666391313
13/09/2021,1.0352090683316673
14/09/2021,1.1048053091939798
15/09/2021,1.133439393989477
16/09/2021,0.9979575465995989
17/09/2021,1.3578598658781904
18/09/2021,2.551354742487989
19/09/2021,2.678220902704105
20/09/2021,0.8166435986131453
21/09/2021,0.8731798717960292
22/09/2021,1.0053683244559162
23/09/2021,1.284293473501819
24/09/2021,0.8712576628340518
25/09/2021,2.5811640806341933
26/09/2021,1.4624680691531293
27/09/2021,1.2253365931755194
28/09/2021,1.0943771447690767
29/09/2021,1.1452110811634426
30/09/2021,1.0387521154792776
01/10/2021,0.9659416633479202
02/10/2021,1.472540271075591
03/10/2021,2.278186494826037
04/10/2021,0.9555030716894529
05/10/2021,0.9615345750861489
06/10/2021,0.6935224539119745
07/10/2021,0.6994151931836609
08/10/2021,0.6743117457858909
09/10/2021,2.115107858273116
10/10/2021,2.3700552555018826
11/10/2021,1.0300268360414955
12/10/2021,0.7637477876074578
13/10/2021,1.2087701478171378
14/10/2021,0.878826592137047
15/10/2021,0.6741193555128799
16/10/2021,1.2752411945765703
17/10/2021,2.383003367941724
18/10/2021,0.8939459047896287
19/10/2021,0.8068328218175727
20/10/2021,0.7463209018797331
21/10/2021,0.5845764617406873
22/10/2021,0.9145812974187629
23/10/2021,2.0318130681956807
