Timestamp,n-transactions-per-block
01/05/2019,2570.46198830409
02/05/2019,2460.03260869565
03/05/2019,2519.94736842105
04/05/2019,2696.28787878788
05/05/2019,2563.81395348837
06/05/2019,2506.46357615894
07/05/2019,2597.97637795276
08/05/2019,2586.05921052632
09/05/2019,2410.46
10/05/2019,2583.704
11/05/2019,2653.51538461538
12/05/2019,2142.85443037975
13/05/2019,2337.89221556886
14/05/2019,2416.90789473684
15/05/2019,2475.84563758389
16/05/2019,2568.91780821918
17/05/2019,2395.05960264901
18/05/2019,2351.00653594771
19/05/2019,2127.96932515337
20/05/2019,2370.07453416149
21/05/2019,2489.47058823529
22/05/2019,2364.59281437126
23/05/2019,2464.19620253165
24/05/2019,2443.67320261438
25/05/2019,2417.12857142857
26/05/2019,2267.10303030303
27/05/2019,2392.71856287425
28/05/2019,2380.65243902439
29/05/2019,2328.47701149425
30/05/2019,2355.4625
31/05/2019,2555.52991452991
01/06/2019,2199.28476821192
02/06/2019,2297.73282442748
03/06/2019,2470.66386554622
04/06/2019,2433.52597402597
05/06/2019,2330.925
06/06/2019,2321.82165605096
07/06/2019,2215.25949367089
08/06/2019,2373.9435483871
09/06/2019,2047.05442176871
10/06/2019,2252.41401273885
11/06/2019,2380.76223776224
12/06/2019,2507.35877862595
13/06/2019,2413.06622516556
14/06/2019,2156.1124260355
15/06/2019,2266.80821917808
16/06/2019,2271.18461538462
17/06/2019,2414.07518796992
18/06/2019,2422.34969325153
19/06/2019,2265.71751412429
20/06/2019,2292.38194444444
21/06/2019,2539.40601503759
22/06/2019,2511.17021276596
23/06/2019,2099.93370165746
24/06/2019,2194.02259887006
25/06/2019,2475.2397260274
26/06/2019,2421.96363636364
27/06/2019,2542.60563380282
28/06/2019,2497.50920245399
29/06/2019,2049.89655172414
30/06/2019,2175.86184210526
01/07/2019,2355.67832167832
02/07/2019,2363.34810126582
03/07/2019,2311.36046511628
04/07/2019,2219.78443113772
05/07/2019,2002.39682539683
06/07/2019,1958.84269662921
07/07/2019,2047.53594771242
08/07/2019,2129.02247191011
09/07/2019,2373.94805194805
10/07/2019,2447.00775193798
11/07/2019,2525.39534883721
12/07/2019,2200.60365853659
13/07/2019,2159.89361702128
14/07/2019,2091.63448275862
15/07/2019,2391.17123287671
16/07/2019,2242.82098765432
17/07/2019,2442.7969924812
18/07/2019,2609.46280991736
19/07/2019,2541.44915254237
20/07/2019,1824.87005649718
21/07/2019,1905.59731543624
22/07/2019,2021.51265822785
23/07/2019,2240.22377622378
24/07/2019,2126.53956834532
25/07/2019,2243.57333333333
26/07/2019,1925.3734939759
27/07/2019,1867.71052631579
28/07/2019,1559.85142857143
29/07/2019,1985.82738095238
30/07/2019,2312.5
31/07/2019,2113.08187134503
01/08/2019,2365.79577464789
02/08/2019,2068.37869822485
03/08/2019,1893.57225433526
04/08/2019,1789.25149700599
05/08/2019,2371.58041958042
06/08/2019,2287.87577639752
07/08/2019,2424.24183006536
08/08/2019,2367.47183098592
09/08/2019,2320.57823129252
10/08/2019,2014.15894039735
11/08/2019,1786.14379084967
12/08/2019,2236.43609022556
13/08/2019,2361.44585987261
14/08/2019,2368.40131578947
