Timestamp,estimated-transaction-volume
18-12-2021,25449.64662415
19-12-2021,110939.86415965001
21-12-2021,96583.74582564001
22-12-2021,126705.48187488996
24-12-2021,106268.26495186999
25-12-2021,29066.725775560004
26-12-2021,79153.38643336005
27-12-2021,91711.92488052
28-12-2021,131348.94646207994
29-12-2021,96857.74217229002
30-12-2021,172549.44993864003
31-12-2021,48673.23487218001
01-01-2022,30402.677093629998
02-01-2022,60782.52690007
03-01-2022,136044.53807290006
04-01-2022,89836.47580629
05-01-2022,138172.89238369
06-01-2022,133087.15852486005
07-01-2022,43187.197594330006
08-01-2022,41116.35498264001
09-01-2022,102343.59557130001
10-01-2022,120610.08929304997
11-01-2022,98083.55643002005
12-01-2022,93998.52954619995
13-01-2022,94804.90872750002
14-01-2022,35830.179749780014
15-01-2022,28095.627085999997
16-01-2022,83916.59603149001
17-01-2022,82626.61526040999
18-01-2022,149352.21045549997
19-01-2022,115941.78546337996
20-01-2022,234294.39287770004
21-01-2022,147460.49063709998
22-01-2022,72542.50221724003
23-01-2022,201415.99056280992
24-01-2022,131001.51142347
25-01-2022,125466.59237445003
26-01-2022,147495.40500443007
27-01-2022,112225.77241289998
28-01-2022,126825.18781198005
29-01-2022,170445.63011344994
30-01-2022,130352.53838152996
31-01-2022,210121.41523097
01-02-2022,72998.74524623001
02-02-2022,103723.06736606997
03-02-2022,103407.24374440005
04-02-2022,77656.59820082996
05-02-2022,42789.79031037998
06-02-2022,123921.03279179001
07-02-2022,133484.65465247002
08-02-2022,83927.67605259005
09-02-2022,122295.04144476999
10-02-2022,146995.58341185996
11-02-2022,53188.311253830005
12-02-2022,31942.759230000014
13-02-2022,88497.96670294003
14-02-2022,136575.63913294
15-02-2022,86395.78056352002
16-02-2022,87477.62437058002
17-02-2022,101204.25214904001
18-02-2022,40499.18342304999
19-02-2022,37944.95337985999
20-02-2022,104854.68551052996
21-02-2022,94490.16591402006
22-02-2022,78757.00689969001
23-02-2022,172501.45239273
24-02-2022,136990.0515837
25-02-2022,61083.43235466
26-02-2022,47576.50567775003
27-02-2022,148868.95381808
28-02-2022,157680.47759964998
01-03-2022,123584.07941110003
02-03-2022,105955.36488660997
03-03-2022,138659.30657739003
04-03-2022,41239.95440114001
05-03-2022,31278.439305239986
06-03-2022,119315.27416087998
07-03-2022,101263.90506946998
08-03-2022,150181.87633047006
09-03-2022,122390.43340874002
10-03-2022,134710.86432169998
11-03-2022,36313.20222444
12-03-2022,37006.69722551999
13-03-2022,80633.22499101002
14-03-2022,90413.32526172
15-03-2022,112838.07220601005
16-03-2022,161726.05184977004
17-03-2022,143149.02926728
18-03-2022,53237.29065113001
19-03-2022,30890.887659049993
20-03-2022,153454.47722655002
21-03-2022,105009.55649555
22-03-2022,93649.44800329997
23-03-2022,97916.39908705001
24-03-2022,168595.96907151
25-03-2022,42477.84547710999
26-03-2022,91042.01759302999
28-03-2022,148836.1034526201
29-03-2022,156217.22542340003
30-03-2022,110626.08476633995
31-03-2022,165565.37098408994
01-04-2022,140416.55848442996
02-04-2022,53452.590282970006
03-04-2022,44479.87854024997
04-04-2022,107249.81232902005
05-04-2022,88796.46817405996
06-04-2022,111934.73690528002
07-04-2022,101195.73243435002
08-04-2022,74311.35798644
09-04-2022,47755.16520333998
10-04-2022,43522.495235070004
11-04-2022,125638.49516609007
12-04-2022,88775.69915494004
13-04-2022,91376.22846382998
14-04-2022,151527.4203346101
15-04-2022,62358.20667260997
16-04-2022,43994.79095343003
17-04-2022,30898.079945900008
18-04-2022,82326.85502948001
19-04-2022,91260.94508562006
20-04-2022,129884.48683985003
21-04-2022,220326.99878144005
22-04-2022,75773.38827809002
23-04-2022,33379.83520215999
24-04-2022,43976.38096912
25-04-2022,95871.42260220995
26-04-2022,115858.17825723994
27-04-2022,107415.1883346301
28-04-2022,119666.93835573005
29-04-2022,126481.07605796
