Timestamp,n-payments-per-block
27/04/2020,4081.26241134751
28/04/2020,3900.94805194805
29/04/2020,4272.50344827586
30/04/2020,4602.67407407407
01/05/2020,4453.80141843971
02/05/2020,3675.46621621621
03/05/2020,3099.44047619047
04/05/2020,3799.46835443038
05/05/2020,3784.58860759493
06/05/2020,3977.20129870129
07/05/2020,4338.84353741496
08/05/2020,4487.49635036496
09/05/2020,4276.39705882353
10/05/2020,3164.11176470588
11/05/2020,3826.59872611464
12/05/2020,4305.2808219178
13/05/2020,4726.66386554621
14/05/2020,4691.85087719298
15/05/2020,4714.968
16/05/2020,4319.69841269841
17/05/2020,4431.58823529411
18/05/2020,4311.4140625
19/05/2020,4506.39130434782
20/05/2020,4729.06956521739
21/05/2020,4399.21374045801
22/05/2020,4877.73873873873
23/05/2020,4257.04201680672
24/05/2020,3606.85344827586
25/05/2020,4056.216
26/05/2020,4370.95967741935
27/05/2020,3980.05797101449
28/05/2020,4296.26717557251
29/05/2020,4285.5905511811
30/05/2020,3337.75641025641
31/05/2020,3123.21333333333
01/06/2020,4259.49253731343
02/06/2020,4538.53488372093
03/06/2020,4256.51798561151
04/06/2020,3858.78807947019
05/06/2020,3359.83240223463
06/06/2020,2680.78061224489
07/06/2020,2892.40880503144
08/06/2020,3585.06790123456
09/06/2020,3728.19375
10/06/2020,3674.41463414634
11/06/2020,3399.64864864864
12/06/2020,3656.43558282208
13/06/2020,3290.12025316455
14/06/2020,2888.3294117647
15/06/2020,4110.65217391304
16/06/2020,4176.44
17/06/2020,4474.38405797101
18/06/2020,4386.68548387096
19/06/2020,4393.89436619718
20/06/2020,3885.57664233576
21/06/2020,3135.7808219178
22/06/2020,3916.18881118881
23/06/2020,4112.34177215189
24/06/2020,4167.88489208633
25/06/2020,4154.51063829787
26/06/2020,3715.40243902439
27/06/2020,3758.05072463768
28/06/2020,3181.79333333333
29/06/2020,3960.87586206896
30/06/2020,3922.30612244897
01/07/2020,4303.29012345679
02/07/2020,3853.72560975609
03/07/2020,3846.77300613496
04/07/2020,3453.78980891719
05/07/2020,2975.13496932515
06/07/2020,4027.66883116883
07/07/2020,4034.93788819875
08/07/2020,4257.6357615894
09/07/2020,4035.80487804878
10/07/2020,3979.11180124223
11/07/2020,3681.10897435897
12/07/2020,3274.81578947368
13/07/2020,3994.26530612244
14/07/2020,4673.51388888888
15/07/2020,4506.57971014492
16/07/2020,4829.23529411764
17/07/2020,4872.98305084745
18/07/2020,4487.65384615384
19/07/2020,3858.48091603053
20/07/2020,4157.304964539
21/07/2020,4909.112
22/07/2020,4796.30555555555
23/07/2020,4744.19852941176
24/07/2020,4319.21118012422
25/07/2020,4088.09154929577
26/07/2020,3526.4746835443
27/07/2020,4278.38926174496
28/07/2020,4682.11724137931
29/07/2020,4566.20945945945
30/07/2020,4768.05925925925
31/07/2020,4522.90196078431
01/08/2020,4404.56204379562
02/08/2020,4139.14184397163
03/08/2020,4058.14814814814
04/08/2020,4550.66206896551
05/08/2020,4682.13953488372
06/08/2020,4561.8782051282
07/08/2020,4390.53289473684
08/08/2020,4128.68309859154
09/08/2020,3373.43589743589
10/08/2020,4654
11/08/2020,4518.80519480519
12/08/2020,4418.54140127388
13/08/2020,4478.04761904761
14/08/2020,4297.40718562874
15/08/2020,4072.22435897435
16/08/2020,3624.88815789473
17/08/2020,4888.24
18/08/2020,4841.21428571428
19/08/2020,4927.6304347826
20/08/2020,4556.73972602739
21/08/2020,4130.93548387096
22/08/2020,4491.24264705882
23/08/2020,3505.58598726114
24/08/2020,4271.10067114094
25/08/2020,4955.578125
26/08/2020,4629.0352112676
27/08/2020,5130.82945736434
28/08/2020,4186.66257668711
29/08/2020,4050.32876712328
30/08/2020,4154.52755905511
31/08/2020,4140.11333333333
01/09/2020,4858.64285714285
02/09/2020,4670.15972222222
03/09/2020,5087.53488372093
04/09/2020,4857.08888888888
05/09/2020,4731.14184397163
06/09/2020,3594.71333333333
07/09/2020,3681.98285714285
08/09/2020,4276.99354838709
09/09/2020,4398.22147651006
10/09/2020,4521.31012658227
11/09/2020,4705.21739130434
12/09/2020,3501.05294117647
13/09/2020,3249.82716049382
14/09/2020,3930.39772727272
15/09/2020,4366.13461538461
16/09/2020,4566.10967741935
17/09/2020,3976.80337078651
18/09/2020,4022.95757575757
19/09/2020,4002.85906040268
20/09/2020,3677.32394366197
21/09/2020,4215.03448275862
22/09/2020,4908.62790697674
23/09/2020,4885.07042253521
24/09/2020,4673.21897810219
25/09/2020,4151.06508875739
26/09/2020,3721.8
27/09/2020,3394.3947368421
28/09/2020,4557.13953488372
29/09/2020,4853.80851063829
30/09/2020,4554.47435897435
01/10/2020,5118.39516129032
02/10/2020,4775.88235294117
03/10/2020,4009.66887417218
04/10/2020,3410.9493670886
05/10/2020,4203.43571428571
06/10/2020,4932.8923076923
07/10/2020,4707.35099337748
08/10/2020,3997.18518518518
09/10/2020,4745.73943661971
10/10/2020,4092.0909090909
11/10/2020,3659.41428571428
12/10/2020,4090.58389261744
13/10/2020,4109.21084337349
14/10/2020,4279.75838926174
15/10/2020,4585.50331125827
16/10/2020,4329.23225806451
17/10/2020,3510.59235668789
18/10/2020,3936.33333333333
19/10/2020,4929.304
20/10/2020,4522
21/10/2020,4866.28461538461
22/10/2020,5020.89781021897
23/10/2020,5087.86259541984
24/10/2020,4026.90131578947
25/10/2020,4282.99145299145
26/10/2020,5508.10101010101
27/10/2020,5577.33
28/10/2020,5594.44444444444
29/10/2020,5468.16216216216
30/10/2020,5148.61061946902
31/10/2020,4463.104
01/11/2020,5369.30526315789
02/11/2020,4804.8
03/11/2020,4081.64779874213
04/11/2020,4580.22448979591
05/11/2020,4575.43790849673
06/11/2020,3869.08904109589
07/11/2020,3730.28985507246
08/11/2020,3540.49189189189
09/11/2020,4299
10/11/2020,4478.53061224489
11/11/2020,4179.6375
12/11/2020,4595.33093525179
13/11/2020,4042.35211267605
14/11/2020,3453.58666666666
15/11/2020,3880.36875
16/11/2020,4464.14649681528
17/11/2020,4358.94082840236
18/11/2020,4790.00729927007
19/11/2020,4256.70833333333
20/11/2020,3690.61538461538
21/11/2020,3191.05172413793
22/11/2020,4180.231292517
23/11/2020,5095.34558823529
24/11/2020,4811.57419354838
25/11/2020,4581.17333333333
26/11/2020,4357.0909090909
27/11/2020,3863.2922077922
28/11/2020,3597.2
29/11/2020,5046.66371681416
30/11/2020,5020.15789473684
01/12/2020,5349.94656488549
02/12/2020,4591.4203821656
03/12/2020,4712.47222222222
04/12/2020,4131.9375
05/12/2020,3888.68382352941
06/12/2020,4144.59333333333
07/12/2020,4688.86805555555
08/12/2020,4971.5107913669
09/12/2020,5062.92307692307
10/12/2020,4856.24637681159
11/12/2020,4571.18181818181
12/12/2020,3610.4423076923
13/12/2020,4391.33793103448
14/12/2020,4775.35
15/12/2020,4901.70629370629
16/12/2020,5407.27131782945
17/12/2020,5052.08280254777
18/12/2020,4456.32911392405
19/12/2020,3897.05298013245
20/12/2020,4350.55882352941
21/12/2020,4847.90909090909
22/12/2020,4812.5974025974
23/12/2020,4837.47619047619
24/12/2020,4266.59722222222
25/12/2020,4269.47445255474
26/12/2020,4346.56756756756
27/12/2020,4190.0125
28/12/2020,4763.86842105263
29/12/2020,4434.83139534883
30/12/2020,4680.42168674698
31/12/2020,3925.74496644295
01/01/2021,4414.29801324503
02/01/2021,4742.77848101265
03/01/2021,4622.21965317919
04/01/2021,5039.38216560509
05/01/2021,4849.69491525423
06/01/2021,5173.01785714285
07/01/2021,5555.53378378378
08/01/2021,5071.0071942446
09/01/2021,4493.76729559748
10/01/2021,4904.11688311688
11/01/2021,4970.47972972973
12/01/2021,4723.83552631578
13/01/2021,5060.92517006802
14/01/2021,4940.06451612903
15/01/2021,4801.36054421768
16/01/2021,4483.86466165413
17/01/2021,4588.3724137931
18/01/2021,4747.29530201342
19/01/2021,5021.20567375886
20/01/2021,5420.07751937984
21/01/2021,5270.18309859154
22/01/2021,4290.91612903225
23/01/2021,4122.52517985611
24/01/2021,4860.13571428571
25/01/2021,4460.49689440993
26/01/2021,5234.11267605633
27/01/2021,5045.20689655172
28/01/2021,5646.46710526315
29/01/2021,5301.58823529411
30/01/2021,4649.90972222222
31/01/2021,5756.575
01/02/2021,5390.58552631578
02/02/2021,5238.83333333333
03/02/2021,5366.95625
04/02/2021,4844.24260355029
05/02/2021,4734.03144654088
06/02/2021,4370.54487179487
07/02/2021,4774.8086419753
08/02/2021,5941.90209790209
09/02/2021,5732.22377622377
10/02/2021,5889.29457364341
11/02/2021,5772.83802816901
12/02/2021,4804.92356687898
13/02/2021,4410.16778523489
14/02/2021,4826.12582781457
15/02/2021,5843.69421487603
16/02/2021,5716.1304347826
17/02/2021,5706.45255474452
18/02/2021,5562.51633986928
19/02/2021,5438.78767123287
20/02/2021,4606.44680851063
21/02/2021,5532.42105263157
22/02/2021,6114.48818897637
23/02/2021,5302.42138364779
24/02/2021,5148.74358974359
25/02/2021,5753.88489208633
26/02/2021,4767.37579617834
27/02/2021,4581.46564885496
28/02/2021,5513.57692307692
01/03/2021,5380.67832167832
02/03/2021,5274.40131578947
03/03/2021,5686.4140625
04/03/2021,5329.13422818792
05/03/2021,4417.17763157894
06/03/2021,4284.65753424657
07/03/2021,4453.34838709677
08/03/2021,5442.56428571428
09/03/2021,5314.93288590604
10/03/2021,5620.77272727272
11/03/2021,5352.56
12/03/2021,5060.03496503496
13/03/2021,4497.59872611464
14/03/2021,5175.29729729729
15/03/2021,5401.78523489932
16/03/2021,5842.51470588235
17/03/2021,5727.58552631578
18/03/2021,5594.32432432432
19/03/2021,4726.37012987013
20/03/2021,3822.8141025641
21/03/2021,5032.30463576158
22/03/2021,4880.14285714285
23/03/2021,4984.84868421052
24/03/2021,5385.46753246753
25/03/2021,5674.27205882353
26/03/2021,4445.83018867924
27/03/2021,3860.82389937106
29/03/2021,4907.96688741721
30/03/2021,5502.93835616438
31/03/2021,5564.93630573248
01/04/2021,5438.04827586206
02/04/2021,5567.29285714285
03/04/2021,5249.04580152671
04/04/2021,4117.58904109589
05/04/2021,4724.26923076923
06/04/2021,5756.20833333333
07/04/2021,5408.26751592356
08/04/2021,5556.5
09/04/2021,5538.0197368421
10/04/2021,4800.31847133757
11/04/2021,4387.7724137931
12/04/2021,5155.65972222222
13/04/2021,5727.30985915493
14/04/2021,6164.73333333333
15/04/2021,5409.5988372093
16/04/2021,7236.20388349514
17/04/2021,6645.80219780219
18/04/2021,5939.19354838709
19/04/2021,6979.96907216494
20/04/2021,6458.15625
21/04/2021,7101.89108910891
22/04/2021,5147.64335664335
23/04/2021,5747.59259259259
24/04/2021,4800.75862068965
25/04/2021,4082.20567375886
26/04/2021,5759.87719298245
27/04/2021,5022.69718309859
28/04/2021,4934.66197183098
29/04/2021,5472.54098360655
30/04/2021,4893.15862068965
01/05/2021,4725.15107913669
02/05/2021,3019.3027027027
03/05/2021,4016.69491525423
04/05/2021,4146.19889502762
05/05/2021,5001.70063694267
06/05/2021,4894.64705882353
07/05/2021,4630.56976744186
08/05/2021,4302.98245614035
09/05/2021,3619.87096774193
10/05/2021,4447.26111111111
11/05/2021,4858.99418604651
12/05/2021,4848.87790697674
13/05/2021,4940.25465838509
14/05/2021,5469.09701492537
15/05/2021,5184.10569105691
16/05/2021,4488.0909090909
17/05/2021,5508.56198347107
18/05/2021,5964.8
19/05/2021,5819.136
20/05/2021,6134.5
21/05/2021,6325.80909090909
22/05/2021,5097.25862068965
23/05/2021,4640.63865546218
24/05/2021,4950.63492063492
25/05/2021,5101.71544715447
26/05/2021,5103.71311475409
27/05/2021,5029.95726495726
28/05/2021,5094.04201680672
29/05/2021,4532.99137931034
30/05/2021,3237.58333333333
31/05/2021,4127.92907801418
01/06/2021,4148.07746478873
02/06/2021,3864.03614457831
03/06/2021,4570.88435374149
04/06/2021,4753.72519083969
05/06/2021,4097.84732824427
06/06/2021,3074.23333333333
07/06/2021,4418.66917293233
08/06/2021,4331.61073825503
09/06/2021,4593.21428571428
10/06/2021,5582.10169491525
11/06/2021,5720.6
12/06/2021,4276.26515151515
13/06/2021,3537.78787878787
14/06/2021,4392.57777777777
15/06/2021,5041.48854961832
16/06/2021,5098.14634146341
17/06/2021,4533.0923076923
18/06/2021,4487.17741935483
19/06/2021,4678.18446601941
20/06/2021,4106
21/06/2021,5051.20952380952
22/06/2021,5958.07692307692
23/06/2021,5678.70297029702
24/06/2021,5409.21904761904
25/06/2021,4955.70909090909
26/06/2021,5407.93258426966
27/06/2021,6242.22033898305
28/06/2021,6342.79310344827
29/06/2021,6157.1
30/06/2021,6129.44943820224
01/07/2021,6221.2947368421
02/07/2021,5856.04444444444
03/07/2021,4395.04724409448
04/07/2021,3920.29565217391
05/07/2021,3986.44696969696
06/07/2021,3926.56338028169
07/07/2021,4466.21138211382
08/07/2021,4066.8489208633
09/07/2021,4253.0534351145
10/07/2021,2982.1552795031
11/07/2021,3373.848
12/07/2021,4253.22222222222
13/07/2021,3868.13970588235
14/07/2021,3223.9294117647
15/07/2021,4322.8046875
16/07/2021,3582.75333333333
17/07/2021,3137.46153846153
18/07/2021,2800.70138888888
19/07/2021,3080.76470588235
20/07/2021,4498.20491803278
21/07/2021,3827.35862068965
22/07/2021,3614.24836601307
23/07/2021,4201.89629629629
24/07/2021,3135.83766233766
25/07/2021,2735.22875816993
26/07/2021,4044.2
27/07/2021,3329.89411764705
28/07/2021,3744.73885350318
29/07/2021,3878.0625
30/07/2021,3746.43373493975
31/07/2021,3258.3164556962
01/08/2021,2917.46753246753
02/08/2021,3829.73426573426
03/08/2021,3344.18343195266
04/08/2021,4121.33823529411
05/08/2021,3712.8375
06/08/2021,3828.93081761006
07/08/2021,3043.85029940119
08/08/2021,2893.87974683544
09/08/2021,3749.49342105263
10/08/2021,3608.02424242424
11/08/2021,4050.62585034013
12/08/2021,3807.27814569536
13/08/2021,4339.69718309859
14/08/2021,3076.99390243902
15/08/2021,2489.02197802197
16/08/2021,3664.7204968944
17/08/2021,3405.26162790697
18/08/2021,4228.82222222222
19/08/2021,3773.2987012987
20/08/2021,4049.7375
21/08/2021,3155.94705882352
22/08/2021,2742.18292682926
23/08/2021,3081.84771573604
24/08/2021,3925.87012987013
25/08/2021,3791.56875
26/08/2021,4114.60273972602
27/08/2021,4104.36301369863
28/08/2021,3731.68794326241
29/08/2021,2942.66666666666
30/08/2021,4220.06666666666
31/08/2021,4399.32638888888
01/09/2021,4757.4306569343
02/09/2021,4569.12751677852
03/09/2021,4478.27702702702
04/09/2021,3599.87741935483
05/09/2021,2967.22560975609
06/09/2021,3445.54069767441
07/09/2021,4155.05882352941
08/09/2021,4435.60563380281
09/09/2021,4868.60583941605
10/09/2021,4514.89705882353
11/09/2021,3648.31081081081
12/09/2021,3252.21768707483
13/09/2021,3605.01257861635
14/09/2021,3633.8869047619
15/09/2021,4389.73943661971
16/09/2021,4740.78676470588
17/09/2021,4274.56462585034
18/09/2021,3520.72258064516
19/09/2021,3056.90625
20/09/2021,3767.38414634146
21/09/2021,4639.84552845528
22/09/2021,4592.45522388059
23/09/2021,3770.76363636363
24/09/2021,4451.9527027027
25/09/2021,3623.03472222222
26/09/2021,3443.76978417266
27/09/2021,3750.25161290322
28/09/2021,3870.10526315789
29/09/2021,4315.86153846153
30/09/2021,4024.40350877193
01/10/2021,4833.81428571428
02/10/2021,3238.5744680851
03/10/2021,3544.55333333333
04/10/2021,3913.96153846153
05/10/2021,4249.85975609756
06/10/2021,4821.35877862595
07/10/2021,5252.72340425531
08/10/2021,5515.59166666666
09/10/2021,4027.76666666666
10/10/2021,3254.76729559748
11/10/2021,4352.48630136986
12/10/2021,5004
13/10/2021,3850.71005917159
14/10/2021,4839.8905109489
15/10/2021,5137.17021276595
16/10/2021,4866.68421052631
17/10/2021,3404.64375
18/10/2021,4420.98648648648
19/10/2021,4560.6064516129
20/10/2021,4536.38926174496
21/10/2021,4906.93243243243
22/10/2021,4255.90506329113
23/10/2021,4065.50344827586
24/10/2021,3534.92156862745
25/10/2021,3699.13736263736
26/10/2021,4566.28
27/10/2021,4381.80891719745
28/10/2021,4751.71895424836
29/10/2021,4291.64912280701
30/10/2021,4245.4129032258
31/10/2021,4015.23741007194
01/11/2021,4443.21518987341
02/11/2021,4290.70807453416
03/11/2021,4910.03496503496
04/11/2021,4494.29032258064
05/11/2021,3962.25974025974
06/11/2021,3725.92810457516
07/11/2021,4949.06666666666
08/11/2021,4909.92763157894
09/11/2021,4770.20134228187
10/11/2021,4403.92405063291
11/11/2021,4713.84507042253
12/11/2021,4050.48366013071
13/11/2021,3580.52229299363
14/11/2021,4405.11920529801
15/11/2021,4706.78666666666
16/11/2021,4517.23489932885
17/11/2021,4831.57638888888
18/11/2021,5036.43795620438
19/11/2021,4297.98620689655
20/11/2021,4325.62121212121
21/11/2021,4556.93617021276
22/11/2021,5063.86363636363
23/11/2021,4470.29299363057
24/11/2021,5475.28461538461
25/11/2021,5420.94696969697
26/11/2021,4238.12587412587
27/11/2021,3905.1798561151
28/11/2021,4795.7972027972
29/11/2021,5279.17164179104
30/11/2021,5119.65693430656
01/12/2021,4830.4064516129
02/12/2021,4300.00595238095
03/12/2021,4456.79354838709
