Timestamp,hash-rate
10-08-2021,113343559.06409235
11-08-2021,112931775.01662971
12-08-2021,114064181.14715198
13-08-2021,113137667.04036105
14-08-2021,112222868.24342489
15-08-2021,113148142.62570119
16-08-2021,116988410.69128765
17-08-2021,119126461.98879567
18-08-2021,121141397.09547849
19-08-2021,120921930.17512038
20-08-2021,122389629.87140325
21-08-2021,124611386.79520337
22-08-2021,125274213.32070978
23-08-2021,123285733.74419057
24-08-2021,127262692.89722899
25-08-2021,125274213.3207098
26-08-2021,129030251.81892096
27-08-2021,130281220.63377176
28-08-2021,130869362.92311618
29-08-2021,129727331.44953272
30-08-2021,131124515.16270722
31-08-2021,126249208.85984434
01-09-2021,127249992.51986161
02-09-2021,125718040.30385394
03-09-2021,126093318.03610425
04-09-2021,126343503.19093779
05-09-2021,128094799.27477257
06-09-2021,129095539.89410673
07-09-2021,133723965.25852723
08-09-2021,134849798.45527816
09-09-2021,136270748.73194417
10-09-2021,135548079.0341769
11-09-2021,134819727.28362688
12-09-2021,134785023.05355352
13-09-2021,133493710.9965297
14-09-2021,132770953.88256572
15-09-2021,135601927.4113159
16-09-2021,135613291.51688135
17-09-2021,135482516.88668185
18-09-2021,136921037.81887636
19-09-2021,137836460.23027286
20-09-2021,139536530.42286637
21-09-2021,140190403.57386386
22-09-2021,134495823.90656468
23-09-2021,134003916.96681432
24-09-2021,138478902.6366635
25-09-2021,139221878.27487162
26-09-2021,138379012.3774963
27-09-2021,136207717.71163923
28-09-2021,135671902.5009338
29-09-2021,139902835.06623897
30-09-2021,139363190.57225156
01-10-2021,140172657.3132327
02-10-2021,139093368.32525784
03-10-2021,145029457.75911948
04-10-2021,146513480.1175849
05-10-2021,146661108.60355064
06-10-2021,149322865.80796015
07-10-2021,150290764.1731679
08-10-2021,147140004.5223175
09-10-2021,145204823.80051252
10-10-2021,141032003.29279718
11-10-2021,143257233.72054398
12-10-2021,142823772.583334
13-10-2021,138585678.4413953
14-10-2021,143953931.02118433
15-10-2021,143388851.80225918
16-10-2021,146355517.70161626
17-10-2021,143953931.02118433
18-10-2021,144095200.8259156
19-10-2021,144403297.80986482
